Market,STATUS (CHECK 1),TIME (CHECK 1),ISSUES (CHECK 1),STATUS (CHECK 2),TIME (CHECK 2),ISSUES (CHECK 2),STATUS (CHECK 3),TIME (CHECK 3),ISSUES (CHECK 3),STATUS (CHECK 4),TIME (CHECK 4),ISSUES (CHECK 4),STATUS (CHECK 5),TIME (CHECK 5),ISSUES (CHECK 5),DEPTH
AAVE_USDT,CHECKED,00:18:58,,CHECKED,02:18:02,,CHECKED,07:32:14,,CHECKED,15:19:07,,CHECKED,20:33:29,,$10.4K / $10.4K
AxCNH_USDT,CHECKED,00:18:58,A4:MEDIUM,CHECKED,02:18:02,A4:MEDIUM,CHECKED,07:32:14,A4:MEDIUM,CHECKED,15:19:07,A4:MEDIUM,CHECKED,20:33:29,A4:MEDIUM,$121 / $145
ADA_USDT,CHECKED,00:18:58,,CHECKED,02:18:02,,CHECKED,07:32:14,,CHECKED,15:19:07,,CHECKED,20:33:29,,$23.0K / $30.9K
ALGO_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
BCH_USDT,CHECKED,00:18:58,A4:MEDIUM,WARNING,02:18:02,A2:HIGH,CHECKED,07:32:14,A2:HIGH,CHECKED,15:19:07,A4:MEDIUM,WARNING,20:33:29,A2:HIGH,$8.4K / $9.6K
BNB_USDT,CHECKED,00:18:58,,CHECKED,02:18:02,,CHECKED,07:32:14,,CHECKED,15:19:07,,CHECKED,20:33:29,,$47.4K / $47.4K
BONK_USDT,CHECKED,00:18:58,A4:MEDIUM,CHECKED,02:18:02,A4:MEDIUM,CHECKED,07:32:14,A4:MEDIUM,CHECKED,15:19:07,A4:MEDIUM,CHECKED,20:33:29,A4:MEDIUM,$3.5K / $3.8K
BTC_USDT,CHECKED,00:18:58,,CHECKED,02:18:02,,CHECKED,07:32:14,,CHECKED,15:19:07,,CHECKED,20:33:29,,$1.24M / $1.84M
CAKE_USDT,CHECKED,00:18:58,,CHECKED,02:18:02,,CHECKED,07:32:14,,CHECKED,15:19:07,,CHECKED,20:33:29,,$44.7K / $54.8K
CFX_USDT,CHECKED,00:18:58,,CHECKED,02:18:02,,CHECKED,07:32:14,,CHECKED,15:19:07,,CHECKED,20:33:29,,$14.9K / $17.4K
DASH_USDT,CHECKED,00:18:58,,CHECKED,02:18:02,,CHECKED,07:32:14,,CHECKED,15:19:07,,CHECKED,20:33:29,,$18.5K / $24.8K
DOT_USDT,CHECKED,00:18:58,,CHECKED,02:18:02,,CHECKED,07:32:14,,CHECKED,15:19:07,,CHECKED,20:33:29,,$8.8K / $8.8K
DOGE_USDT,CHECKED,00:18:58,,CHECKED,02:18:02,,CHECKED,07:32:14,,CHECKED,15:19:07,,CHECKED,20:33:29,,$10.7K / $13.8K
ETH_USDT,CHECKED,00:18:58,,CHECKED,02:18:02,,CHECKED,07:32:14,,CHECKED,15:19:07,,CHECKED,20:33:29,,$69.2K / $112.6K
FARTCOIN_USDT,CHECKED,00:18:58,,CHECKED,02:18:02,,CHECKED,07:32:14,,CHECKED,15:19:07,,CHECKED,20:33:29,,$14.2K / $14.5K
FLOKI_USDT,CHECKED,00:18:58,,CHECKED,02:18:02,,CHECKED,07:32:14,,CHECKED,15:19:07,A4:MEDIUM,CHECKED,20:33:29,,$5.9K / $7.4K
HYPE_USDT,CHECKED,00:18:58,A2:HIGH,WARNING,02:18:02,A2:HIGH,WARNING,07:32:14,A2:HIGH,WARNING,15:19:07,A2:HIGH,WARNING,20:33:29,A2:HIGH,$25.0K / $27.8K
LINK_USDT,CHECKED,00:18:58,,CHECKED,02:18:02,,CHECKED,07:32:14,,CHECKED,15:19:07,,CHECKED,20:33:29,,$26.9K / $26.9K
LSK_USDT,CHECKED,00:18:58,A4:MEDIUM,CHECKED,02:18:02,A4:MEDIUM,WARNING,07:32:14,A3:CRITICAL|A2:HIGH|A2:HIGH,SKIPPED,,,SKIPPED,,,$0 / $0
LTC_USDT,CHECKED,00:18:58,,CHECKED,02:18:02,,CHECKED,07:32:14,,CHECKED,15:19:07,,CHECKED,20:33:29,,$45.2K / $54.4K
NEAR_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
NOS_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
PEPE_USDT,CHECKED,00:18:58,,CHECKED,02:18:02,,CHECKED,07:32:14,,CHECKED,15:19:07,,CHECKED,20:33:29,,$23.9K / $30.6K
POL_USDT,CHECKED,00:18:58,,CHECKED,02:18:02,,CHECKED,07:32:14,,CHECKED,15:19:07,,CHECKED,20:33:29,,$42.8K / $55.0K
RENDER_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
Sonic_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
SHIB_USDT,CHECKED,00:18:58,,CHECKED,02:18:02,,CHECKED,07:32:14,,CHECKED,15:19:07,,CHECKED,20:33:29,,$28.8K / $28.8K
SLP_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
SOL_USDT,CHECKED,00:18:58,,CHECKED,02:18:02,,CHECKED,07:32:14,,CHECKED,15:19:07,,CHECKED,20:33:29,,$42.3K / $55.5K
STRK_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
SUI_USDT,CHECKED,00:18:58,A4:MEDIUM,CHECKED,02:18:02,A4:MEDIUM,CHECKED,07:32:14,A4:MEDIUM,CHECKED,15:19:07,A4:MEDIUM,CHECKED,20:33:29,A4:MEDIUM,$3.3K / $3.6K
TON_USDT,CHECKED,00:18:58,A4:MEDIUM,CHECKED,02:18:02,A4:MEDIUM,CHECKED,07:32:14,A4:MEDIUM,CHECKED,15:19:07,A4:MEDIUM,CHECKED,20:33:29,A4:MEDIUM,$4.7K / $5.5K
TRX_USDT,CHECKED,00:18:58,,CHECKED,02:18:02,,CHECKED,07:32:14,,CHECKED,15:19:07,,CHECKED,20:33:29,,$310.2K / $310.2K
USDC_USDT,CHECKED,00:18:58,,CHECKED,02:18:02,,CHECKED,07:32:14,,CHECKED,15:19:07,,CHECKED,20:33:29,A2:HIGH,$1.22M / $1.50M
WIF_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
XLM_USDT,CHECKED,00:18:58,,CHECKED,02:18:02,,CHECKED,07:32:14,,CHECKED,15:19:07,,CHECKED,20:33:29,,$70.5K / $70.5K
XRP_USDT,CHECKED,00:18:58,,CHECKED,02:18:02,,CHECKED,07:32:14,,CHECKED,15:19:07,,CHECKED,20:33:29,,$83.2K / $83.2K
XYO_USDT,CHECKED,00:18:58,A4:MEDIUM,CHECKED,02:18:02,A4:MEDIUM,CHECKED,07:32:14,A4:MEDIUM,CHECKED,15:19:07,A4:MEDIUM,CHECKED,20:33:29,A4:MEDIUM,$788 / $1.0K
ZKSync_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
BTC_NGN,CHECKED,00:18:58,,CHECKED,02:18:02,,CHECKED,07:32:14,,CHECKED,15:19:07,,CHECKED,20:33:29,,$2427.10M / $2427.10M
USDT_NGN,CHECKED,00:18:58,A2:HIGH,CHECKED,02:18:02,A2:HIGH,CHECKED,07:32:14,A2:HIGH,CHECKED,15:19:07,A2:HIGH,CHECKED,20:33:29,A2:HIGH,$2639.57M / $3981.77M
ETH_NGN,CHECKED,00:18:58,,CHECKED,02:18:02,,CHECKED,07:32:14,,CHECKED,15:19:07,,CHECKED,20:33:29,,$1648.53M / $1648.53M
TRX_NGN,CHECKED,00:18:58,,CHECKED,02:18:02,,CHECKED,07:32:14,,CHECKED,15:19:07,,CHECKED,20:33:29,,$624.16M / $624.16M
XRP_NGN,CHECKED,00:18:58,,CHECKED,02:18:02,,CHECKED,07:32:14,,CHECKED,15:19:07,,CHECKED,20:33:29,,$130.98M / $130.98M
DASH_NGN,CHECKED,00:18:58,,CHECKED,02:18:02,,CHECKED,07:32:14,,CHECKED,15:19:07,,CHECKED,20:33:29,,$34.45M / $34.45M
LTC_NGN,CHECKED,00:18:58,,CHECKED,02:18:02,,CHECKED,07:32:14,,CHECKED,15:19:07,,CHECKED,20:33:29,,$145.01M / $145.01M
SOL_NGN,CHECKED,00:18:58,,CHECKED,02:18:02,,CHECKED,07:32:14,,CHECKED,15:19:07,,CHECKED,20:33:29,,$244.67M / $244.67M
USDC_NGN,CHECKED,00:18:58,A2:HIGH,CHECKED,02:18:02,A2:HIGH,CHECKED,07:32:14,A2:HIGH,CHECKED,15:19:07,A2:HIGH,CHECKED,20:33:29,,$3176.09M / $3176.09M
