Market,STATUS (CHECK 1),TIME (CHECK 1),ISSUES (CHECK 1),STATUS (CHECK 2),TIME (CHECK 2),ISSUES (CHECK 2),STATUS (CHECK 3),TIME (CHECK 3),ISSUES (CHECK 3),DEPTH
AAVE_USDT,CHECKED,01:18:24,,CHECKED,04:50:04,,CHECKED,08:12:05,,$6.2K / $6.2K
AxCNH_USDT,CHECKED,01:18:24,A4:MEDIUM,CHECKED,04:50:04,A4:MEDIUM,CHECKED,08:12:05,A4:MEDIUM,$290 / $330
ADA_USDT,WARNING,01:18:24,A2:HIGH,CHECKED,04:50:04,,CHECKED,08:12:05,,$34.9K / $46.9K
ALGO_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,
BCH_USDT,CHECKED,01:18:24,A4:MEDIUM,CHECKED,04:50:04,,CHECKED,08:12:05,A4:MEDIUM,$3.7K / $4.6K
BNB_USDT,CHECKED,01:18:24,,CHECKED,04:50:04,,CHECKED,08:12:05,,$34.9K / $34.9K
BONK_USDT,CHECKED,01:18:24,A4:MEDIUM,CHECKED,04:50:04,A4:MEDIUM,CHECKED,08:12:05,A4:MEDIUM,$4.9K / $5.4K
BTC_USDT,CHECKED,01:18:24,,CHECKED,04:50:04,,CHECKED,08:12:05,,$2.09M / $2.87M
CAKE_USDT,CHECKED,01:18:24,,CHECKED,04:50:04,,CHECKED,08:12:05,,$27.5K / $37.4K
CFX_USDT,CHECKED,01:18:24,,CHECKED,04:50:04,,CHECKED,08:12:05,,$19.4K / $21.3K
DASH_USDT,CHECKED,01:18:24,,CHECKED,04:50:04,,CHECKED,08:12:05,,$24.1K / $25.7K
DOT_USDT,CHECKED,01:18:24,,CHECKED,04:50:04,,CHECKED,08:12:05,,$10.5K / $12.5K
DOGE_USDT,CHECKED,01:18:24,,CHECKED,04:50:04,,CHECKED,08:12:05,,$16.0K / $22.1K
ETH_USDT,CHECKED,01:18:24,,CHECKED,04:50:04,,CHECKED,08:12:05,,$129.9K / $129.9K
FARTCOIN_USDT,CHECKED,01:18:24,,CHECKED,04:50:04,,CHECKED,08:12:05,,$23.6K / $26.7K
FLOKI_USDT,CHECKED,01:18:24,,CHECKED,04:50:04,,CHECKED,08:12:05,,$7.2K / $11.1K
HYPE_USDT,WARNING,01:18:24,A2:HIGH,CHECKED,04:50:04,A2:HIGH,CHECKED,08:12:05,A2:HIGH,$14.6K / $29.1K
LINK_USDT,CHECKED,01:18:24,,CHECKED,04:50:04,,CHECKED,08:12:05,,$41.3K / $49.4K
LSK_USDT,CHECKED,01:18:24,A4:MEDIUM,CHECKED,04:50:04,,CHECKED,08:12:05,,$7.6K / $10.0K
LTC_USDT,CHECKED,01:18:24,,CHECKED,04:50:04,,CHECKED,08:12:05,,$94.3K / $94.3K
NEAR_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,
NOS_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,
PEPE_USDT,CHECKED,01:18:24,,CHECKED,04:50:04,,CHECKED,08:12:05,,$26.1K / $33.4K
POL_USDT,CHECKED,01:18:24,,CHECKED,04:50:04,,CHECKED,08:12:05,,$57.4K / $74.2K
RENDER_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,
Sonic_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,
SHIB_USDT,CHECKED,01:18:24,,CHECKED,04:50:04,,CHECKED,08:12:05,,$28.4K / $28.4K
SLP_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,
SOL_USDT,CHECKED,01:18:24,,CHECKED,04:50:04,,CHECKED,08:12:05,,$28.7K / $37.0K
STRK_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,
SUI_USDT,CHECKED,01:18:24,A4:MEDIUM,CHECKED,04:50:04,,CHECKED,08:12:05,A4:MEDIUM,$4.6K / $5.0K
TON_USDT,CHECKED,01:18:24,,CHECKED,04:50:04,A4:MEDIUM,CHECKED,08:12:05,A4:MEDIUM,$4.4K / $7.0K
TRX_USDT,CHECKED,01:18:24,,CHECKED,04:50:04,,CHECKED,08:12:05,,$465.8K / $465.8K
USDC_USDT,CHECKED,01:18:24,,CHECKED,04:50:04,,CHECKED,08:12:05,,$1.16M / $1.55M
WIF_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,
XLM_USDT,CHECKED,01:18:24,,CHECKED,04:50:04,,CHECKED,08:12:05,,$106.4K / $106.4K
XRP_USDT,CHECKED,01:18:24,,CHECKED,04:50:04,,CHECKED,08:12:05,,$79.1K / $79.1K
XYO_USDT,CHECKED,01:18:24,A4:MEDIUM,CHECKED,04:50:04,A4:MEDIUM,CHECKED,08:12:05,A4:MEDIUM,$1.3K / $1.8K
ZKSync_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,
BTC_NGN,CHECKED,01:18:24,,CHECKED,04:50:04,,CHECKED,08:12:05,,$2029.95M / $2029.95M
USDT_NGN,CHECKED,01:18:24,A2:HIGH,CHECKED,04:50:04,A2:HIGH,CHECKED,08:12:05,A2:HIGH,$394.77M / $1120.75M
ETH_NGN,CHECKED,01:18:24,,CHECKED,04:50:04,,CHECKED,08:12:05,,$1993.95M / $1993.95M
TRX_NGN,CHECKED,01:18:24,,CHECKED,04:50:04,,CHECKED,08:12:05,,$980.25M / $980.25M
XRP_NGN,CHECKED,01:18:24,,CHECKED,04:50:04,,CHECKED,08:12:05,,$95.40M / $95.40M
DASH_NGN,CHECKED,01:18:24,,CHECKED,04:50:04,,CHECKED,08:12:05,,$44.87M / $44.87M
LTC_NGN,CHECKED,01:18:24,,CHECKED,04:50:04,,CHECKED,08:12:05,,$137.34M / $137.34M
SOL_NGN,CHECKED,01:18:24,,CHECKED,04:50:04,,CHECKED,08:12:05,,$206.09M / $206.09M
USDC_NGN,CHECKED,01:18:24,A2:HIGH,CHECKED,04:50:04,A2:HIGH,CHECKED,08:12:05,A2:HIGH,$2481.59M / $2878.41M
USDT_GHS,CHECKED,01:18:24,,CHECKED,04:50:04,,CHECKED,08:12:05,,$4.27M / $5.44M
