Market,STATUS (CHECK 1),TIME (CHECK 1),ISSUES (CHECK 1),STATUS (CHECK 2),TIME (CHECK 2),ISSUES (CHECK 2),DEPTH
AAVE_USDT,CHECKED,01:08:52,,CHECKED,06:02:08,,$16.1K / $16.1K
AxCNH_USDT,CHECKED,01:08:52,A4:MEDIUM,CHECKED,06:02:08,A4:MEDIUM,$144 / $163
ADA_USDT,CHECKED,01:08:52,,CHECKED,06:02:08,,$34.2K / $47.9K
ALGO_USDT,SKIPPED,,,SKIPPED,,,
BCH_USDT,CHECKED,01:08:52,,CHECKED,06:02:08,,$8.8K / $11.3K
BNB_USDT,CHECKED,01:08:52,,CHECKED,06:02:08,,$88.9K / $88.9K
BONK_USDT,CHECKED,01:08:52,A4:MEDIUM,CHECKED,06:02:08,,$5.2K / $5.6K
BTC_USDT,CHECKED,01:08:52,,CHECKED,06:02:08,,$1.27M / $1.66M
CAKE_USDT,CHECKED,01:08:52,,CHECKED,06:02:08,,$55.9K / $81.3K
CFX_USDT,CHECKED,01:08:52,,WARNING,06:02:08,A3:CRITICAL|A2:HIGH,$0 / $0
DASH_USDT,CHECKED,01:08:52,,CHECKED,06:02:08,,$25.5K / $31.0K
DOT_USDT,CHECKED,01:08:52,,CHECKED,06:02:08,,$7.6K / $9.3K
DOGE_USDT,CHECKED,01:08:52,,CHECKED,06:02:08,,$10.1K / $16.1K
ETH_USDT,CHECKED,01:08:52,,CHECKED,06:02:08,A2:HIGH,$165.7K / $165.7K
FARTCOIN_USDT,CHECKED,01:08:52,,CHECKED,06:02:08,,$22.9K / $24.9K
FLOKI_USDT,CHECKED,01:08:52,,CHECKED,06:02:08,,$13.9K / $16.8K
HYPE_USDT,CHECKED,01:08:52,A2:HIGH,WARNING,06:02:08,A2:HIGH,$40.0K / $51.5K
LINK_USDT,CHECKED,01:08:52,,CHECKED,06:02:08,,$55.4K / $55.4K
LSK_USDT,CHECKED,01:08:52,A4:MEDIUM,CHECKED,06:02:08,A4:MEDIUM,$2.1K / $2.7K
LTC_USDT,CHECKED,01:08:52,,CHECKED,06:02:08,,$58.0K / $58.0K
NEAR_USDT,SKIPPED,,,SKIPPED,,,
NOS_USDT,SKIPPED,,,SKIPPED,,,
PEPE_USDT,CHECKED,01:08:52,,CHECKED,06:02:08,,$15.8K / $20.0K
POL_USDT,CHECKED,01:08:52,,CHECKED,06:02:08,,$110.8K / $110.8K
RENDER_USDT,SKIPPED,,,SKIPPED,,,
Sonic_USDT,SKIPPED,,,SKIPPED,,,
SHIB_USDT,CHECKED,01:08:52,,CHECKED,06:02:08,,$28.2K / $28.2K
SLP_USDT,SKIPPED,,,SKIPPED,,,
SOL_USDT,CHECKED,01:08:52,,CHECKED,06:02:08,,$18.4K / $32.7K
STRK_USDT,SKIPPED,,,SKIPPED,,,
SUI_USDT,CHECKED,01:08:52,A4:MEDIUM,CHECKED,06:02:08,A4:MEDIUM,$2.0K / $2.8K
TON_USDT,CHECKED,01:08:52,A4:MEDIUM,CHECKED,06:02:08,A4:MEDIUM,$4.6K / $7.1K
TRX_USDT,CHECKED,01:08:52,,CHECKED,06:02:08,,$350.3K / $350.3K
USDC_USDT,CHECKED,01:08:52,,CHECKED,06:02:08,,$682.1K / $987.7K
WIF_USDT,SKIPPED,,,SKIPPED,,,
XLM_USDT,CHECKED,01:08:52,,CHECKED,06:02:08,,$82.2K / $82.2K
XRP_USDT,CHECKED,01:08:52,,CHECKED,06:02:08,,$82.8K / $82.8K
XYO_USDT,CHECKED,01:08:52,A4:MEDIUM,CHECKED,06:02:08,A4:MEDIUM,$1.3K / $1.8K
ZKSync_USDT,SKIPPED,,,SKIPPED,,,
BTC_NGN,CHECKED,01:08:52,,CHECKED,06:02:08,,$2988.55M / $2988.55M
USDT_NGN,CHECKED,01:08:52,A2:HIGH,CHECKED,06:02:08,A2:HIGH,$518.63M / $860.21M
ETH_NGN,CHECKED,01:08:52,,CHECKED,06:02:08,,$1542.01M / $1542.01M
TRX_NGN,CHECKED,01:08:52,,CHECKED,06:02:08,,$489.63M / $489.63M
XRP_NGN,CHECKED,01:08:52,,CHECKED,06:02:08,,$105.04M / $105.04M
DASH_NGN,CHECKED,01:08:52,,CHECKED,06:02:08,,$46.41M / $46.41M
LTC_NGN,CHECKED,01:08:52,,CHECKED,06:02:08,,$153.59M / $153.59M
SOL_NGN,CHECKED,01:08:52,,CHECKED,06:02:08,,$182.06M / $182.06M
USDC_NGN,CHECKED,01:08:52,A2:HIGH,CHECKED,06:02:08,A2:HIGH,$4017.44M / $4017.44M
USDT_GHS,CHECKED,01:08:52,,CHECKED,06:02:08,,$3.64M / $4.65M
