Market,STATUS (CHECK 1),TIME (CHECK 1),ISSUES (CHECK 1),STATUS (CHECK 2),TIME (CHECK 2),ISSUES (CHECK 2),DEPTH
AAVE_USDT,CHECKED,00:49:43,,CHECKED,11:08:16,,$10.8K / $10.8K
AxCNH_USDT,CHECKED,00:49:43,A4:MEDIUM,CHECKED,11:08:16,A4:MEDIUM,$243 / $287
ADA_USDT,CHECKED,00:49:43,,CHECKED,11:08:16,,$22.8K / $32.4K
ALGO_USDT,SKIPPED,,,SKIPPED,,,
BCH_USDT,CHECKED,00:49:43,,CHECKED,11:08:16,,$6.8K / $9.1K
BNB_USDT,CHECKED,00:49:43,,CHECKED,11:08:16,,$44.1K / $44.1K
BONK_USDT,CHECKED,00:49:43,A4:MEDIUM,CHECKED,11:08:16,,$5.2K / $5.8K
BTC_USDT,CHECKED,00:49:43,,CHECKED,11:08:16,A2:HIGH,$1.47M / $1.52M
CAKE_USDT,CHECKED,00:49:43,,WARNING,11:08:16,A2:HIGH|A2:HIGH,$34.4K / $44.7K
CFX_USDT,CHECKED,00:49:43,,CHECKED,11:08:16,,$12.8K / $13.8K
DASH_USDT,CHECKED,00:49:43,,CHECKED,11:08:16,,$20.3K / $20.3K
DOT_USDT,CHECKED,00:49:43,,CHECKED,11:08:16,,$8.8K / $9.0K
DOGE_USDT,CHECKED,00:49:43,,CHECKED,11:08:16,,$13.4K / $16.5K
ETH_USDT,CHECKED,00:49:43,,SKIPPED,,,$130.6K / $163.9K
FARTCOIN_USDT,CHECKED,00:49:43,,CHECKED,11:08:16,,$20.0K / $24.0K
FLOKI_USDT,CHECKED,00:49:43,,CHECKED,11:08:16,,$14.7K / $17.2K
HYPE_USDT,WARNING,00:49:43,A2:HIGH,WARNING,11:08:16,A3:CRITICAL|A2:HIGH|A2:HIGH,$0 / $0
LINK_USDT,CHECKED,00:49:43,,SKIPPED,,,$27.5K / $27.5K
LSK_USDT,CHECKED,00:49:43,,SKIPPED,,,$5.9K / $9.3K
LTC_USDT,CHECKED,00:49:43,,SKIPPED,,,$59.5K / $59.5K
NEAR_USDT,SKIPPED,,,SKIPPED,,,
NOS_USDT,SKIPPED,,,SKIPPED,,,
PEPE_USDT,CHECKED,00:49:43,,SKIPPED,,,$13.6K / $17.9K
POL_USDT,CHECKED,00:49:43,,SKIPPED,,,$77.9K / $77.9K
RENDER_USDT,SKIPPED,,,SKIPPED,,,
Sonic_USDT,SKIPPED,,,SKIPPED,,,
SHIB_USDT,CHECKED,00:49:43,,SKIPPED,,,$21.5K / $21.5K
SLP_USDT,SKIPPED,,,SKIPPED,,,
SOL_USDT,CHECKED,00:49:43,,SKIPPED,,,$37.3K / $54.8K
STRK_USDT,SKIPPED,,,SKIPPED,,,
SUI_USDT,CHECKED,00:49:43,A4:MEDIUM,SKIPPED,,,$2.8K / $3.0K
TON_USDT,CHECKED,00:49:43,A4:MEDIUM,SKIPPED,,,$4.0K / $4.7K
TRX_USDT,CHECKED,00:49:43,,SKIPPED,,,$391.9K / $391.9K
USDC_USDT,CHECKED,00:49:43,,SKIPPED,,,$1.16M / $1.55M
WIF_USDT,SKIPPED,,,SKIPPED,,,
XLM_USDT,CHECKED,00:49:43,,SKIPPED,,,$98.0K / $98.0K
XRP_USDT,CHECKED,00:49:43,,SKIPPED,,,$118.7K / $118.7K
XYO_USDT,CHECKED,00:49:43,A4:MEDIUM,SKIPPED,,,$592 / $853
ZKSync_USDT,SKIPPED,,,SKIPPED,,,
BTC_NGN,CHECKED,00:49:43,,SKIPPED,,,$4613.13M / $4613.13M
USDT_NGN,CHECKED,00:49:43,A2:HIGH,SKIPPED,,,$1759.88M / $2319.45M
ETH_NGN,CHECKED,00:49:43,,SKIPPED,,,$1570.94M / $1570.94M
TRX_NGN,CHECKED,00:49:43,,SKIPPED,,,$746.26M / $746.26M
XRP_NGN,CHECKED,00:49:43,,SKIPPED,,,$119.65M / $119.65M
DASH_NGN,CHECKED,00:49:43,,SKIPPED,,,$29.08M / $29.08M
LTC_NGN,CHECKED,00:49:43,,SKIPPED,,,$141.65M / $141.65M
SOL_NGN,CHECKED,00:49:43,,SKIPPED,,,$135.68M / $135.68M
USDC_NGN,CHECKED,00:49:43,,SKIPPED,,,$4407.84M / $4407.84M
USDT_GHS,CHECKED,00:49:43,,SKIPPED,,,$2.17M / $2.65M
