Market,STATUS (CHECK 1),TIME (CHECK 1),ISSUES (CHECK 1),STATUS (CHECK 2),TIME (CHECK 2),ISSUES (CHECK 2),STATUS (CHECK 3),TIME (CHECK 3),ISSUES (CHECK 3),STATUS (CHECK 4),TIME (CHECK 4),ISSUES (CHECK 4),STATUS (CHECK 5),TIME (CHECK 5),ISSUES (CHECK 5),STATUS (CHECK 6),TIME (CHECK 6),ISSUES (CHECK 6),STATUS (CHECK 7),TIME (CHECK 7),ISSUES (CHECK 7),DEPTH
AAVE_USDT,CHECKED,00:20:13,,SKIPPED,,,CHECKED,07:30:47,,CHECKED,12:43:45,,SKIPPED,,,CHECKED,19:58:21,,SKIPPED,,,$18.5K / $18.5K
AxCNH_USDT,CHECKED,00:20:13,A4:MEDIUM,SKIPPED,,,SKIPPED,,,CHECKED,12:43:45,A4:MEDIUM,CHECKED,17:20:49,A4:MEDIUM,SKIPPED,,,CHECKED,22:44:42,A4:MEDIUM,$254 / $299
ADA_USDT,SKIPPED,,,CHECKED,02:23:54,,SKIPPED,,,SKIPPED,,,CHECKED,17:20:49,,SKIPPED,,,CHECKED,22:44:42,,$38.4K / $48.7K
ALGO_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
BCH_USDT,SKIPPED,,,SKIPPED,,,CHECKED,07:30:47,,CHECKED,12:43:45,,CHECKED,17:20:49,,SKIPPED,,,SKIPPED,,,$5.8K / $7.3K
BNB_USDT,CHECKED,00:20:13,,CHECKED,02:23:54,,SKIPPED,,,CHECKED,12:43:45,,CHECKED,17:20:49,,CHECKED,19:58:21,,CHECKED,22:44:42,,$49.2K / $49.2K
BONK_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
BTC_USDT,CHECKED,00:20:13,,SKIPPED,,,CHECKED,07:30:47,A2:HIGH,SKIPPED,,,CHECKED,17:20:49,,CHECKED,19:58:21,,CHECKED,22:44:42,,$1.60M / $2.08M
CAKE_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
CFX_USDT,SKIPPED,,,SKIPPED,,,CHECKED,07:30:47,,CHECKED,12:43:45,,CHECKED,17:20:49,,CHECKED,19:58:21,,CHECKED,22:44:42,,$25.9K / $29.0K
