Market,STATUS (CHECK 1),TIME (CHECK 1),ISSUES (CHECK 1),STATUS (CHECK 2),TIME (CHECK 2),ISSUES (CHECK 2),STATUS (CHECK 3),TIME (CHECK 3),ISSUES (CHECK 3),STATUS (CHECK 4),TIME (CHECK 4),ISSUES (CHECK 4),STATUS (CHECK 5),TIME (CHECK 5),ISSUES (CHECK 5),STATUS (CHECK 6),TIME (CHECK 6),ISSUES (CHECK 6),STATUS (CHECK 7),TIME (CHECK 7),ISSUES (CHECK 7),DEPTH
AAVE_USDT,CHECKED,00:25:41,,CHECKED,02:38:12,,CHECKED,07:49:00,,CHECKED,11:22:16,,SKIPPED,,,CHECKED,15:40:45,,CHECKED,18:00:55,,$20.8K / $20.8K
AxCNH_USDT,CHECKED,00:25:41,A4:MEDIUM,CHECKED,02:38:12,A4:MEDIUM,CHECKED,07:49:00,A4:MEDIUM,SKIPPED,,,SKIPPED,,,CHECKED,15:40:45,A4:MEDIUM,CHECKED,18:00:55,A4:MEDIUM,$187 / $238
ADA_USDT,CHECKED,00:25:41,,CHECKED,02:38:12,,CHECKED,07:49:00,,CHECKED,11:22:16,,SKIPPED,,,SKIPPED,,,CHECKED,18:00:55,,$95.5K / $110.2K
ALGO_USDT,CHECKED,00:25:41,,CHECKED,02:38:12,,WARNING,07:49:00,A3:CRITICAL|A2:HIGH,WARNING,11:22:16,A2:HIGH,SKIPPED,,,CHECKED,15:40:45,,CHECKED,18:00:55,,$29.4K / $33.0K
BCH_USDT,CHECKED,00:25:41,,CHECKED,02:38:12,,CHECKED,07:49:00,,CHECKED,11:22:16,,SKIPPED,,,CHECKED,15:40:45,,CHECKED,18:00:55,,$34.1K / $44.0K
BNB_USDT,CHECKED,00:25:41,,CHECKED,02:38:12,,CHECKED,07:49:00,,CHECKED,11:22:16,,WARNING,13:19:37,A3:CRITICAL|A2:HIGH,CHECKED,15:40:45,,SKIPPED,,,$44.2K / $44.2K
BONK_USDT,CHECKED,00:25:41,,CHECKED,02:38:12,A4:MEDIUM,CHECKED,07:49:00,A4:MEDIUM,CHECKED,11:22:16,,CHECKED,13:19:37,A4:MEDIUM,SKIPPED,,,CHECKED,18:00:55,A4:MEDIUM,$4.9K / $5.3K
BTC_USDT,CHECKED,00:25:41,,CHECKED,02:38:12,,CHECKED,07:49:00,,CHECKED,11:22:16,,SKIPPED,,,CHECKED,15:40:45,,CHECKED,18:00:55,,$1.36M / $1.79M
CAKE_USDT,SKIPPED,,,CHECKED,02:38:12,,CHECKED,07:49:00,,CHECKED,11:22:16,,CHECKED,13:19:37,,CHECKED,15:40:45,,CHECKED,18:00:55,,$12.3K / $20.4K
CFX_USDT,CHECKED,00:25:41,,CHECKED,02:38:12,,CHECKED,07:49:00,,SKIPPED,,,CHECKED,13:19:37,,SKIPPED,,,CHECKED,18:00:55,,$18.1K / $20.1K
DASH_USDT,CHECKED,00:25:41,,CHECKED,02:38:12,,CHECKED,07:49:00,,CHECKED,11:22:16,,CHECKED,13:19:37,,CHECKED,15:40:45,,CHECKED,18:00:55,,$19.9K / $22.9K
DOT_USDT,CHECKED,00:25:41,,CHECKED,02:38:12,,CHECKED,07:49:00,,CHECKED,11:22:16,,CHECKED,13:19:37,,CHECKED,15:40:45,,SKIPPED,,,$16.7K / $21.1K
DOGE_USDT,WARNING,00:25:41,A2:HIGH,CHECKED,02:38:12,,CHECKED,07:49:00,,CHECKED,11:22:16,,SKIPPED,,,CHECKED,15:40:45,,CHECKED,18:00:55,,$16.9K / $21.3K
ETH_USDT,CHECKED,00:25:41,,CHECKED,02:38:12,,CHECKED,07:49:00,,CHECKED,11:22:16,,CHECKED,13:19:37,,CHECKED,15:40:45,A2:HIGH,CHECKED,18:00:55,A2:HIGH,$126.5K / $126.5K
FARTCOIN_USDT,CHECKED,00:25:41,,CHECKED,02:38:12,,CHECKED,07:49:00,,CHECKED,11:22:16,,CHECKED,13:19:37,,CHECKED,15:40:45,,CHECKED,18:00:55,,$18.8K / $21.0K
FLOKI_USDT,CHECKED,00:25:41,,CHECKED,02:38:12,,CHECKED,07:49:00,,SKIPPED,,,CHECKED,13:19:37,,CHECKED,15:40:45,,CHECKED,18:00:55,,$17.0K / $22.8K
HYPE_USDT,CHECKED,00:25:41,A4:MEDIUM,CHECKED,02:38:12,,CHECKED,07:49:00,A4:MEDIUM,CHECKED,11:22:16,A4:MEDIUM,CHECKED,13:19:37,A4:MEDIUM,CHECKED,15:40:45,,CHECKED,18:00:55,A4:MEDIUM,$4.3K / $5.0K
LINK_USDT,CHECKED,00:25:41,,CHECKED,02:38:12,,CHECKED,07:49:00,,CHECKED,11:22:16,,WARNING,13:19:37,A3:CRITICAL|A2:HIGH,CHECKED,15:40:45,,CHECKED,18:00:55,,$49.5K / $49.5K
LSK_USDT,CHECKED,00:25:41,,CHECKED,02:38:12,,WARNING,07:49:00,A3:CRITICAL|A2:HIGH,CHECKED,11:22:16,,CHECKED,13:19:37,A4:MEDIUM,CHECKED,15:40:45,,CHECKED,18:00:55,,$5.9K / $8.6K
LTC_USDT,CHECKED,00:25:41,,CHECKED,02:38:12,,CHECKED,07:49:00,,CHECKED,11:22:16,,CHECKED,13:19:37,,CHECKED,15:40:45,,WARNING,18:00:55,A3:CRITICAL|A2:HIGH,$0 / $0
NEAR_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
NOS_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
PEPE_USDT,CHECKED,00:25:41,,CHECKED,02:38:12,,CHECKED,07:49:00,,CHECKED,11:22:16,,CHECKED,13:19:37,,CHECKED,15:40:45,,CHECKED,18:00:55,,$14.1K / $18.1K
POL_USDT,CHECKED,00:25:41,,CHECKED,02:38:12,,CHECKED,07:49:00,,SKIPPED,,,CHECKED,13:19:37,,CHECKED,15:40:45,,CHECKED,18:00:55,,$7.2K / $9.4K
RENDER_USDT,CHECKED,00:25:41,,CHECKED,02:38:12,,CHECKED,07:49:00,,SKIPPED,,,CHECKED,13:19:37,,CHECKED,15:40:45,,CHECKED,18:00:55,,$6.1K / $6.5K
Sonic_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
SHIB_USDT,CHECKED,00:25:41,,CHECKED,02:38:12,,CHECKED,07:49:00,,CHECKED,11:22:16,,SKIPPED,,,SKIPPED,,,CHECKED,18:00:55,,$8.5K / $8.6K
SLP_USDT,CHECKED,00:25:41,A4:MEDIUM,CHECKED,02:38:12,,SKIPPED,,,CHECKED,11:22:16,A4:MEDIUM,CHECKED,13:19:37,,CHECKED,15:40:45,,CHECKED,18:00:55,A4:MEDIUM,$4.2K / $4.4K
SOL_USDT,CHECKED,00:25:41,,CHECKED,02:38:12,,CHECKED,07:49:00,,CHECKED,11:22:16,,CHECKED,13:19:37,,CHECKED,15:40:45,,CHECKED,18:00:55,,$23.3K / $37.0K
STRK_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
SUI_USDT,CHECKED,00:25:41,,CHECKED,02:38:12,,CHECKED,07:49:00,A4:MEDIUM,CHECKED,11:22:16,A4:MEDIUM,CHECKED,13:19:37,A4:MEDIUM,CHECKED,15:40:45,A4:MEDIUM,CHECKED,18:00:55,A4:MEDIUM,$3.0K / $3.2K
TON_USDT,CHECKED,00:25:41,,CHECKED,02:38:12,A4:MEDIUM,CHECKED,07:49:00,A4:MEDIUM,CHECKED,11:22:16,A4:MEDIUM,CHECKED,13:19:37,A4:MEDIUM,CHECKED,15:40:45,,CHECKED,18:00:55,A4:MEDIUM,$3.3K / $3.8K
TRX_USDT,SKIPPED,,,CHECKED,02:38:12,,CHECKED,07:49:00,,CHECKED,11:22:16,,SKIPPED,,,CHECKED,15:40:45,,CHECKED,18:00:55,,$551.5K / $551.5K
USDC_USDT,CHECKED,00:25:41,,CHECKED,02:38:12,,CHECKED,07:49:00,,SKIPPED,,,CHECKED,13:19:37,,CHECKED,15:40:45,,CHECKED,18:00:55,,$169.4K / $169.4K
WIF_USDT,CHECKED,00:25:41,,CHECKED,02:38:12,,CHECKED,07:49:00,A4:MEDIUM,SKIPPED,,,CHECKED,13:19:37,A4:MEDIUM,CHECKED,15:40:45,A4:MEDIUM,CHECKED,18:00:55,A4:MEDIUM,$4.8K / $5.2K
XLM_USDT,CHECKED,00:25:41,,CHECKED,02:38:12,,CHECKED,07:49:00,,CHECKED,11:22:16,A2:HIGH,CHECKED,13:19:37,,CHECKED,15:40:45,,CHECKED,18:00:55,,$33.2K / $40.9K
XRP_USDT,CHECKED,00:25:41,,CHECKED,02:38:12,,CHECKED,07:49:00,,CHECKED,11:22:16,,CHECKED,13:19:37,,SKIPPED,,,CHECKED,18:00:55,,$107.2K / $107.2K
XYO_USDT,CHECKED,00:25:41,A4:MEDIUM,CHECKED,02:38:12,A4:MEDIUM,CHECKED,07:49:00,A4:MEDIUM,CHECKED,11:22:16,A4:MEDIUM,CHECKED,13:19:37,A4:MEDIUM,CHECKED,15:40:45,A4:MEDIUM,CHECKED,18:00:55,A4:MEDIUM,$787 / $1.0K
ZKSync_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
BTC_NGN,CHECKED,00:25:41,,CHECKED,02:38:12,,CHECKED,07:49:00,,SKIPPED,,,SKIPPED,,,SKIPPED,,,CHECKED,18:00:55,,$2094.19M / $2094.19M
USDT_NGN,CHECKED,00:25:41,A2:HIGH,CHECKED,02:38:12,A2:HIGH,SKIPPED,,,SKIPPED,,,CHECKED,13:19:37,A2:HIGH,CHECKED,15:40:45,A2:HIGH,CHECKED,18:00:55,A2:HIGH,$79.83M / $79.83M
ETH_NGN,CHECKED,00:25:41,,CHECKED,02:38:12,,CHECKED,07:49:00,,CHECKED,11:22:16,,CHECKED,13:19:37,,CHECKED,15:40:45,,CHECKED,18:00:55,,$1130.14M / $1130.14M
TRX_NGN,CHECKED,00:25:41,,CHECKED,02:38:12,,CHECKED,07:49:00,,CHECKED,11:22:16,,CHECKED,13:19:37,,CHECKED,15:40:45,,CHECKED,18:00:55,,$580.20M / $580.20M
XRP_NGN,CHECKED,00:25:41,,CHECKED,02:38:12,,CHECKED,07:49:00,,CHECKED,11:22:16,,CHECKED,13:19:37,,CHECKED,15:40:45,,CHECKED,18:00:55,,$104.62M / $104.62M
DASH_NGN,CHECKED,00:25:41,,CHECKED,02:38:12,,SKIPPED,,,CHECKED,11:22:16,,CHECKED,13:19:37,,CHECKED,15:40:45,,CHECKED,18:00:55,,$28.53M / $28.53M
LTC_NGN,CHECKED,00:25:41,,CHECKED,02:38:12,,CHECKED,07:49:00,,CHECKED,11:22:16,,CHECKED,13:19:37,,CHECKED,15:40:45,,CHECKED,18:00:55,,$139.59M / $139.59M
SOL_NGN,CHECKED,00:25:41,,CHECKED,02:38:12,,CHECKED,07:49:00,,CHECKED,11:22:16,,SKIPPED,,,SKIPPED,,,SKIPPED,,,$79.95M / $79.95M
USDC_NGN,CHECKED,00:25:41,A2:HIGH,CHECKED,02:38:12,A2:HIGH,CHECKED,07:49:00,,SKIPPED,,,SKIPPED,,,CHECKED,15:40:45,A2:HIGH,CHECKED,18:00:55,A2:HIGH,$1740.07M / $1740.07M
USDT_GHS,CHECKED,00:25:41,,CHECKED,02:38:12,,CHECKED,07:49:00,,SKIPPED,,,CHECKED,13:19:37,,CHECKED,15:40:45,,CHECKED,18:00:55,,$3.86M / $5.18M
