Market,STATUS (CHECK 1),TIME (CHECK 1),ISSUES (CHECK 1),STATUS (CHECK 2),TIME (CHECK 2),ISSUES (CHECK 2),STATUS (CHECK 3),TIME (CHECK 3),ISSUES (CHECK 3),STATUS (CHECK 4),TIME (CHECK 4),ISSUES (CHECK 4),STATUS (CHECK 5),TIME (CHECK 5),ISSUES (CHECK 5),DEPTH
AAVE_USDT,CHECKED,01:20:16,,SKIPPED,,,CHECKED,11:04:56,,CHECKED,15:35:31,,CHECKED,19:44:09,,$10.5K / $10.5K
AxCNH_USDT,CHECKED,01:20:16,A4:MEDIUM,WARNING,06:20:51,A2:HIGH|A4:MEDIUM,CHECKED,11:04:56,A4:MEDIUM,CHECKED,15:35:31,A4:MEDIUM,CHECKED,19:44:09,A4:MEDIUM,$271 / $299
ADA_USDT,CHECKED,01:20:16,,SKIPPED,,,CHECKED,11:04:56,,CHECKED,15:35:31,,CHECKED,19:44:09,,$35.6K / $49.5K
ALGO_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
BCH_USDT,CHECKED,01:20:16,,CHECKED,06:20:51,A4:MEDIUM,CHECKED,11:04:56,,CHECKED,15:35:31,,CHECKED,19:44:09,,$10.9K / $13.2K
BNB_USDT,CHECKED,01:20:16,,CHECKED,06:20:51,,CHECKED,11:04:56,,CHECKED,15:35:31,,CHECKED,19:44:09,,$58.5K / $58.5K
BONK_USDT,CHECKED,01:20:16,A4:MEDIUM,CHECKED,06:20:51,A4:MEDIUM,CHECKED,11:04:56,A4:MEDIUM,CHECKED,15:35:31,A4:MEDIUM,CHECKED,19:44:09,A4:MEDIUM,$4.2K / $4.6K
BTC_USDT,CHECKED,01:20:16,,CHECKED,06:20:51,,CHECKED,11:04:56,,CHECKED,15:35:31,,CHECKED,19:44:09,,$1.65M / $1.65M
CAKE_USDT,CHECKED,01:20:16,,CHECKED,06:20:51,,CHECKED,11:04:56,,CHECKED,15:35:31,,CHECKED,19:44:09,,$49.3K / $70.6K
CFX_USDT,CHECKED,01:20:16,,CHECKED,06:20:51,,CHECKED,11:04:56,,CHECKED,15:35:31,,CHECKED,19:44:09,,$24.9K / $28.3K
DASH_USDT,WARNING,01:20:16,A2:HIGH,CHECKED,06:20:51,,CHECKED,11:04:56,,CHECKED,15:35:31,,CHECKED,19:44:09,,$28.7K / $41.0K
DOT_USDT,CHECKED,01:20:16,,CHECKED,06:20:51,,CHECKED,11:04:56,,CHECKED,15:35:31,,CHECKED,19:44:09,,$15.5K / $15.5K
DOGE_USDT,CHECKED,01:20:16,,CHECKED,06:20:51,,CHECKED,11:04:56,,CHECKED,15:35:31,,CHECKED,19:44:09,,$10.9K / $12.9K
ETH_USDT,CHECKED,01:20:16,,CHECKED,06:20:51,,CHECKED,11:04:56,,CHECKED,15:35:31,,CHECKED,19:44:09,,$186.9K / $186.9K
FARTCOIN_USDT,CHECKED,01:20:16,,CHECKED,06:20:51,,CHECKED,11:04:56,,CHECKED,15:35:31,,CHECKED,19:44:09,,$27.2K / $29.2K
FLOKI_USDT,CHECKED,01:20:16,,CHECKED,06:20:51,A4:MEDIUM,CHECKED,11:04:56,,CHECKED,15:35:31,,CHECKED,19:44:09,,$11.3K / $14.1K
HYPE_USDT,CHECKED,01:20:16,A2:HIGH,SKIPPED,,,CHECKED,11:04:56,,CHECKED,15:35:31,A2:HIGH,CHECKED,19:44:09,A2:HIGH,$29.2K / $35.5K
LINK_USDT,CHECKED,01:20:16,,CHECKED,06:20:51,A2:HIGH,CHECKED,11:04:56,A2:HIGH,CHECKED,15:35:31,,CHECKED,19:44:09,A2:HIGH,$44.2K / $44.2K
LSK_USDT,CHECKED,01:20:16,A4:MEDIUM,SKIPPED,,,WARNING,11:04:56,A2:HIGH|A4:MEDIUM,CHECKED,15:35:31,A4:MEDIUM,CHECKED,19:44:09,A4:MEDIUM,$542 / $653
LTC_USDT,CHECKED,01:20:16,A2:HIGH,CHECKED,06:20:51,,CHECKED,11:04:56,,CHECKED,15:35:31,,CHECKED,19:44:09,,$56.3K / $56.3K
NEAR_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
NOS_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
PEPE_USDT,CHECKED,01:20:16,,CHECKED,06:20:51,,CHECKED,11:04:56,,CHECKED,15:35:31,,CHECKED,19:44:09,,$6.9K / $7.4K
POL_USDT,CHECKED,01:20:16,,CHECKED,06:20:51,,CHECKED,11:04:56,,CHECKED,15:35:31,,CHECKED,19:44:09,,$133.8K / $133.8K
RENDER_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
Sonic_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
SHIB_USDT,CHECKED,01:20:16,,CHECKED,06:20:51,,CHECKED,11:04:56,,CHECKED,15:35:31,,CHECKED,19:44:09,,$47.3K / $47.3K
SLP_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
SOL_USDT,CHECKED,01:20:16,,CHECKED,06:20:51,,CHECKED,11:04:56,,CHECKED,15:35:31,,CHECKED,19:44:09,,$42.6K / $60.3K
STRK_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
SUI_USDT,CHECKED,01:20:16,A4:MEDIUM,CHECKED,06:20:51,A4:MEDIUM,CHECKED,11:04:56,A4:MEDIUM,CHECKED,15:35:31,A4:MEDIUM,CHECKED,19:44:09,A4:MEDIUM,$3.6K / $3.6K
TON_USDT,CHECKED,01:20:16,A4:MEDIUM,CHECKED,06:20:51,A4:MEDIUM,CHECKED,11:04:56,A4:MEDIUM,CHECKED,15:35:31,A4:MEDIUM,CHECKED,19:44:09,A4:MEDIUM,$2.6K / $3.3K
TRX_USDT,CHECKED,01:20:16,,CHECKED,06:20:51,,CHECKED,11:04:56,,CHECKED,15:35:31,,CHECKED,19:44:09,,$676.9K / $676.9K
USDC_USDT,CHECKED,01:20:16,,CHECKED,06:20:51,,CHECKED,11:04:56,,CHECKED,15:35:31,,CHECKED,19:44:09,,$853.4K / $1.11M
WIF_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
XLM_USDT,CHECKED,01:20:16,,SKIPPED,,,CHECKED,11:04:56,,CHECKED,15:35:31,,CHECKED,19:44:09,,$108.9K / $108.9K
XRP_USDT,CHECKED,01:20:16,,SKIPPED,,,CHECKED,11:04:56,,CHECKED,15:35:31,,CHECKED,19:44:09,,$89.5K / $89.5K
XYO_USDT,CHECKED,01:20:16,A4:MEDIUM,CHECKED,06:20:51,A4:MEDIUM,CHECKED,11:04:56,A4:MEDIUM,CHECKED,15:35:31,A4:MEDIUM,CHECKED,19:44:09,A4:MEDIUM,$1.8K / $2.4K
ZKSync_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
BTC_NGN,CHECKED,01:20:16,,SKIPPED,,,CHECKED,11:04:56,,CHECKED,15:35:31,,CHECKED,19:44:09,,$1922.29M / $1922.29M
USDT_NGN,CHECKED,01:20:16,A2:HIGH,CHECKED,06:20:51,A2:HIGH,CHECKED,11:04:56,A2:HIGH,CHECKED,15:35:31,A2:HIGH,CHECKED,19:44:09,A2:HIGH,$369.69M / $369.69M
ETH_NGN,CHECKED,01:20:16,,CHECKED,06:20:51,,CHECKED,11:04:56,,CHECKED,15:35:31,A2:HIGH,CHECKED,19:44:09,,$1550.06M / $1550.06M
TRX_NGN,CHECKED,01:20:16,,CHECKED,06:20:51,,CHECKED,11:04:56,,CHECKED,15:35:31,,CHECKED,19:44:09,,$746.61M / $746.61M
XRP_NGN,CHECKED,01:20:16,,SKIPPED,,,CHECKED,11:04:56,,CHECKED,15:35:31,,CHECKED,19:44:09,,$114.38M / $114.38M
DASH_NGN,CHECKED,01:20:16,,CHECKED,06:20:51,,CHECKED,11:04:56,,CHECKED,15:35:31,,CHECKED,19:44:09,,$39.57M / $39.57M
LTC_NGN,CHECKED,01:20:16,,CHECKED,06:20:51,,CHECKED,11:04:56,,CHECKED,15:35:31,,CHECKED,19:44:09,,$274.71M / $274.71M
SOL_NGN,CHECKED,01:20:16,,CHECKED,06:20:51,,CHECKED,11:04:56,,CHECKED,15:35:31,,CHECKED,19:44:09,,$146.11M / $146.11M
USDC_NGN,CHECKED,01:20:16,A2:HIGH,CHECKED,06:20:51,A2:HIGH,CHECKED,11:04:56,,CHECKED,15:35:31,A2:HIGH,CHECKED,19:44:09,A2:HIGH,$5864.28M / $5864.28M
USDT_GHS,CHECKED,01:20:16,,CHECKED,06:20:51,,CHECKED,11:04:56,,CHECKED,15:35:31,,CHECKED,19:44:09,,$4.17M / $5.47M
