Market,STATUS (CHECK 1),TIME (CHECK 1),ISSUES (CHECK 1),STATUS (CHECK 2),TIME (CHECK 2),ISSUES (CHECK 2),DEPTH
AAVE_USDT,CHECKED,01:21:37,,CHECKED,04:54:55,,$7.3K / $7.3K
AxCNH_USDT,CHECKED,01:21:37,A4:MEDIUM,CHECKED,04:54:55,A4:MEDIUM,$228 / $258
ADA_USDT,CHECKED,01:21:37,,CHECKED,04:54:55,,$23.3K / $29.2K
ALGO_USDT,SKIPPED,,,SKIPPED,,,
BCH_USDT,CHECKED,01:21:37,,CHECKED,04:54:55,,$5.2K / $6.9K
BNB_USDT,CHECKED,01:21:37,,CHECKED,04:54:55,,$69.8K / $69.8K
BONK_USDT,CHECKED,01:21:37,A4:MEDIUM,CHECKED,04:54:55,A4:MEDIUM,$4.6K / $5.2K
BTC_USDT,CHECKED,01:21:37,,CHECKED,04:54:55,,$1.72M / $1.72M
CAKE_USDT,CHECKED,01:21:37,,CHECKED,04:54:55,,$37.8K / $49.7K
CFX_USDT,CHECKED,01:21:37,,CHECKED,04:54:55,,$14.6K / $17.4K
DASH_USDT,CHECKED,01:21:37,,CHECKED,04:54:55,,$18.3K / $20.4K
DOT_USDT,CHECKED,01:21:37,,CHECKED,04:54:55,,$10.4K / $12.3K
DOGE_USDT,CHECKED,01:21:37,,CHECKED,04:54:55,,$11.9K / $19.0K
ETH_USDT,CHECKED,01:21:37,,CHECKED,04:54:55,,$148.6K / $194.9K
FARTCOIN_USDT,CHECKED,01:21:37,,CHECKED,04:54:55,,$21.7K / $24.3K
FLOKI_USDT,CHECKED,01:21:37,,CHECKED,04:54:55,,$12.9K / $16.2K
HYPE_USDT,SKIPPED,,,SKIPPED,,,
LINK_USDT,CHECKED,01:21:37,,CHECKED,04:54:55,,$41.5K / $44.0K
LSK_USDT,CHECKED,01:21:37,,CHECKED,04:54:55,,$8.6K / $11.1K
LTC_USDT,CHECKED,01:21:37,,CHECKED,04:54:55,,$58.0K / $58.0K
NEAR_USDT,SKIPPED,,,SKIPPED,,,
NOS_USDT,SKIPPED,,,SKIPPED,,,
PEPE_USDT,CHECKED,01:21:37,,CHECKED,04:54:55,,$21.0K / $25.9K
POL_USDT,CHECKED,01:21:37,,CHECKED,04:54:55,,$43.5K / $64.8K
RENDER_USDT,SKIPPED,,,SKIPPED,,,
Sonic_USDT,SKIPPED,,,SKIPPED,,,
SHIB_USDT,CHECKED,01:21:37,,CHECKED,04:54:55,,$40.3K / $40.3K
SLP_USDT,SKIPPED,,,SKIPPED,,,
SOL_USDT,CHECKED,01:21:37,,CHECKED,04:54:55,,$16.8K / $23.5K
STRK_USDT,SKIPPED,,,SKIPPED,,,
SUI_USDT,CHECKED,01:21:37,,CHECKED,04:54:55,,$6.2K / $6.9K
TON_USDT,CHECKED,01:21:37,A4:MEDIUM,CHECKED,04:54:55,,$6.8K / $7.3K
TRX_USDT,CHECKED,01:21:37,,CHECKED,04:54:55,,$716.0K / $716.0K
USDC_USDT,CHECKED,01:21:37,,CHECKED,04:54:55,,$795.1K / $1.31M
WIF_USDT,SKIPPED,,,SKIPPED,,,
XLM_USDT,CHECKED,01:21:37,,CHECKED,04:54:55,,$106.4K / $106.4K
XRP_USDT,CHECKED,01:21:37,,CHECKED,04:54:55,,$61.2K / $61.2K
XYO_USDT,CHECKED,01:21:37,A4:MEDIUM,CHECKED,04:54:55,A4:MEDIUM,$1.7K / $2.1K
ZKSync_USDT,SKIPPED,,,SKIPPED,,,
BTC_NGN,CHECKED,01:21:37,,CHECKED,04:54:55,,$2263.55M / $2263.55M
USDT_NGN,CHECKED,01:21:37,A2:HIGH,CHECKED,04:54:55,A2:HIGH,$4931.70M / $6014.10M
ETH_NGN,CHECKED,01:21:37,,CHECKED,04:54:55,,$2669.30M / $2669.30M
TRX_NGN,CHECKED,01:21:37,,CHECKED,04:54:55,,$610.89M / $610.89M
XRP_NGN,CHECKED,01:21:37,,CHECKED,04:54:55,,$226.07M / $226.07M
DASH_NGN,CHECKED,01:21:37,,CHECKED,04:54:55,,$50.47M / $50.47M
LTC_NGN,CHECKED,01:21:37,,CHECKED,04:54:55,,$240.80M / $240.80M
SOL_NGN,CHECKED,01:21:37,,CHECKED,04:54:55,,$224.22M / $224.22M
USDC_NGN,CHECKED,01:21:37,A2:HIGH,CHECKED,04:54:55,A2:HIGH,$870.62M / $1101.47M
USDT_GHS,CHECKED,01:21:37,,CHECKED,04:54:55,,$4.68M / $5.63M
