Market,STATUS (CHECK 1),TIME (CHECK 1),ISSUES (CHECK 1),STATUS (CHECK 2),TIME (CHECK 2),ISSUES (CHECK 2),STATUS (CHECK 3),TIME (CHECK 3),ISSUES (CHECK 3),STATUS (CHECK 4),TIME (CHECK 4),ISSUES (CHECK 4),STATUS (CHECK 5),TIME (CHECK 5),ISSUES (CHECK 5),STATUS (CHECK 6),TIME (CHECK 6),ISSUES (CHECK 6),STATUS (CHECK 7),TIME (CHECK 7),ISSUES (CHECK 7),STATUS (CHECK 8),TIME (CHECK 8),ISSUES (CHECK 8),STATUS (CHECK 9),TIME (CHECK 9),ISSUES (CHECK 9),STATUS (CHECK 10),TIME (CHECK 10),ISSUES (CHECK 10),DEPTH
AAVE_USDT,CHECKED,00:20:20,,CHECKED,01:20:43,,CHECKED,05:14:44,,CHECKED,08:40:20,,CHECKED,12:21:53,,CHECKED,14:25:21,,CHECKED,16:28:29,,CHECKED,17:52:52,,CHECKED,20:16:12,,CHECKED,21:49:19,,$15.9K / $15.9K
AxCNH_USDT,CHECKED,00:20:20,A4:MEDIUM,CHECKED,01:20:43,A4:MEDIUM,CHECKED,05:14:44,A4:MEDIUM,CHECKED,08:40:20,A4:MEDIUM,WARNING,12:21:53,A3:CRITICAL|A2:HIGH,CHECKED,14:25:21,A4:MEDIUM,CHECKED,16:28:29,A4:MEDIUM,CHECKED,17:52:52,A4:MEDIUM,CHECKED,20:16:12,A4:MEDIUM,CHECKED,21:49:19,A4:MEDIUM,$216 / $233
ADA_USDT,CHECKED,00:20:20,,CHECKED,01:20:43,,CHECKED,05:14:44,,CHECKED,08:40:20,,CHECKED,12:21:53,,CHECKED,14:25:21,,CHECKED,16:28:29,,WARNING,17:52:52,A3:CRITICAL|A2:HIGH,CHECKED,20:16:12,,CHECKED,21:49:19,,$32.2K / $42.8K
ALGO_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
BCH_USDT,WARNING,00:20:20,A2:HIGH|A4:MEDIUM,WARNING,01:20:43,A3:CRITICAL|A2:HIGH,CHECKED,05:14:44,A4:MEDIUM,WARNING,08:40:20,A3:CRITICAL|A2:HIGH,CHECKED,12:21:53,,CHECKED,14:25:21,,CHECKED,16:28:29,,CHECKED,17:52:52,,CHECKED,20:16:12,A4:MEDIUM,CHECKED,21:49:19,A4:MEDIUM,$4.0K / $5.7K
BNB_USDT,CHECKED,00:20:20,,CHECKED,01:20:43,,CHECKED,05:14:44,,CHECKED,08:40:20,,CHECKED,12:21:53,,CHECKED,14:25:21,,CHECKED,16:28:29,,CHECKED,17:52:52,,CHECKED,20:16:12,,CHECKED,21:49:19,,$36.5K / $36.5K
BONK_USDT,CHECKED,00:20:20,A4:MEDIUM,CHECKED,01:20:43,A4:MEDIUM,CHECKED,05:14:44,A4:MEDIUM,CHECKED,08:40:20,A4:MEDIUM,CHECKED,12:21:53,A4:MEDIUM,CHECKED,14:25:21,A4:MEDIUM,CHECKED,16:28:29,A4:MEDIUM,CHECKED,17:52:52,A4:MEDIUM,CHECKED,20:16:12,,CHECKED,21:49:19,A4:MEDIUM,$3.2K / $3.4K
BTC_USDT,CHECKED,00:20:20,,CHECKED,01:20:43,,CHECKED,05:14:44,,CHECKED,08:40:20,,CHECKED,12:21:53,,CHECKED,14:25:21,,CHECKED,16:28:29,,CHECKED,17:52:52,,CHECKED,20:16:12,,CHECKED,21:49:19,,$1.45M / $1.45M
CAKE_USDT,CHECKED,00:20:20,,CHECKED,01:20:43,,CHECKED,05:14:44,,CHECKED,08:40:20,,CHECKED,12:21:53,,CHECKED,14:25:21,,CHECKED,16:28:29,,CHECKED,17:52:52,,CHECKED,20:16:12,,CHECKED,21:49:19,,$31.2K / $44.1K
CFX_USDT,CHECKED,00:20:20,,CHECKED,01:20:43,,CHECKED,05:14:44,,CHECKED,08:40:20,,CHECKED,12:21:53,,CHECKED,14:25:21,,CHECKED,16:28:29,,CHECKED,17:52:52,,CHECKED,20:16:12,,CHECKED,21:49:19,,$21.9K / $25.1K
DASH_USDT,CHECKED,00:20:20,,CHECKED,01:20:43,,CHECKED,05:14:44,,CHECKED,08:40:20,,CHECKED,12:21:53,,CHECKED,14:25:21,,CHECKED,16:28:29,,CHECKED,17:52:52,,CHECKED,20:16:12,,CHECKED,21:49:19,,$17.0K / $17.7K
DOT_USDT,CHECKED,00:20:20,,CHECKED,01:20:43,,CHECKED,05:14:44,,CHECKED,08:40:20,,CHECKED,12:21:53,,CHECKED,14:25:21,A4:MEDIUM,CHECKED,16:28:29,,CHECKED,17:52:52,,CHECKED,20:16:12,,CHECKED,21:49:19,,$13.6K / $14.9K
DOGE_USDT,WARNING,00:20:20,A2:HIGH,CHECKED,01:20:43,,CHECKED,05:14:44,,CHECKED,08:40:20,,CHECKED,12:21:53,,CHECKED,14:25:21,,CHECKED,16:28:29,,CHECKED,17:52:52,,CHECKED,20:16:12,,CHECKED,21:49:19,,$13.1K / $16.0K
ETH_USDT,CHECKED,00:20:20,,CHECKED,01:20:43,,CHECKED,05:14:44,,CHECKED,08:40:20,,CHECKED,12:21:53,,CHECKED,14:25:21,,CHECKED,16:28:29,,CHECKED,17:52:52,,CHECKED,20:16:12,,CHECKED,21:49:19,,$139.8K / $139.8K
FARTCOIN_USDT,CHECKED,00:20:20,,CHECKED,01:20:43,,CHECKED,05:14:44,,CHECKED,08:40:20,,CHECKED,12:21:53,,CHECKED,14:25:21,,CHECKED,16:28:29,,CHECKED,17:52:52,,CHECKED,20:16:12,,CHECKED,21:49:19,,$21.1K / $23.7K
FLOKI_USDT,WARNING,00:20:20,A3:CRITICAL|A2:HIGH,CHECKED,01:20:43,,CHECKED,05:14:44,,CHECKED,08:40:20,,CHECKED,12:21:53,,CHECKED,14:25:21,,CHECKED,16:28:29,,CHECKED,17:52:52,,CHECKED,20:16:12,,CHECKED,21:49:19,,$14.2K / $16.4K
HYPE_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
LINK_USDT,CHECKED,00:20:20,,CHECKED,01:20:43,,CHECKED,05:14:44,,CHECKED,08:40:20,,CHECKED,12:21:53,,CHECKED,14:25:21,,CHECKED,16:28:29,,CHECKED,17:52:52,,CHECKED,20:16:12,,CHECKED,21:49:19,,$46.7K / $48.0K
LSK_USDT,CHECKED,00:20:20,,CHECKED,01:20:43,A4:MEDIUM,CHECKED,05:14:44,,CHECKED,08:40:20,,CHECKED,12:21:53,,CHECKED,14:25:21,A4:MEDIUM,CHECKED,16:28:29,,CHECKED,17:52:52,A4:MEDIUM,CHECKED,20:16:12,,CHECKED,21:49:19,,$10.2K / $13.3K
LTC_USDT,CHECKED,00:20:20,,CHECKED,01:20:43,,CHECKED,05:14:44,,CHECKED,08:40:20,,CHECKED,12:21:53,,CHECKED,14:25:21,,CHECKED,16:28:29,,CHECKED,17:52:52,,CHECKED,20:16:12,,CHECKED,21:49:19,,$49.8K / $49.8K
NEAR_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
NOS_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
PEPE_USDT,CHECKED,00:20:20,,CHECKED,01:20:43,,CHECKED,05:14:44,,CHECKED,08:40:20,,CHECKED,12:21:53,,CHECKED,14:25:21,,CHECKED,16:28:29,,CHECKED,17:52:52,,CHECKED,20:16:12,,CHECKED,21:49:19,,$23.8K / $31.3K
POL_USDT,CHECKED,00:20:20,,CHECKED,01:20:43,,CHECKED,05:14:44,,CHECKED,08:40:20,,CHECKED,12:21:53,,CHECKED,14:25:21,,CHECKED,16:28:29,,CHECKED,17:52:52,,CHECKED,20:16:12,,CHECKED,21:49:19,,$138.5K / $151.5K
RENDER_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
Sonic_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
SHIB_USDT,CHECKED,00:20:20,,CHECKED,01:20:43,,CHECKED,05:14:44,,CHECKED,08:40:20,,CHECKED,12:21:53,,CHECKED,14:25:21,,CHECKED,16:28:29,,CHECKED,17:52:52,,CHECKED,20:16:12,,CHECKED,21:49:19,,$36.6K / $36.6K
SLP_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
SOL_USDT,CHECKED,00:20:20,,CHECKED,01:20:43,,CHECKED,05:14:44,,CHECKED,08:40:20,,CHECKED,12:21:53,,CHECKED,14:25:21,,CHECKED,16:28:29,,CHECKED,17:52:52,,CHECKED,20:16:12,,CHECKED,21:49:19,,$35.7K / $52.1K
STRK_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
SUI_USDT,CHECKED,00:20:20,,CHECKED,01:20:43,,CHECKED,05:14:44,A4:MEDIUM,CHECKED,08:40:20,A4:MEDIUM,CHECKED,12:21:53,A4:MEDIUM,CHECKED,14:25:21,,CHECKED,16:28:29,,CHECKED,17:52:52,A4:MEDIUM,CHECKED,20:16:12,A4:MEDIUM,CHECKED,21:49:19,,$6.7K / $7.1K
TON_USDT,CHECKED,00:20:20,A4:MEDIUM,CHECKED,01:20:43,A4:MEDIUM,CHECKED,05:14:44,,CHECKED,08:40:20,A4:MEDIUM,CHECKED,12:21:53,A4:MEDIUM,CHECKED,14:25:21,A4:MEDIUM,CHECKED,16:28:29,A4:MEDIUM,CHECKED,17:52:52,,CHECKED,20:16:12,,CHECKED,21:49:19,,$6.1K / $7.5K
TRX_USDT,CHECKED,00:20:20,,CHECKED,01:20:43,,CHECKED,05:14:44,,CHECKED,08:40:20,,CHECKED,12:21:53,,CHECKED,14:25:21,,CHECKED,16:28:29,,CHECKED,17:52:52,,CHECKED,20:16:12,,CHECKED,21:49:19,,$339.5K / $339.5K
USDC_USDT,CHECKED,00:20:20,,CHECKED,01:20:43,,CHECKED,05:14:44,,CHECKED,08:40:20,,CHECKED,12:21:53,,CHECKED,14:25:21,,CHECKED,16:28:29,,CHECKED,17:52:52,,CHECKED,20:16:12,,CHECKED,21:49:19,,$540.5K / $734.2K
WIF_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
XLM_USDT,CHECKED,00:20:20,,CHECKED,01:20:43,,CHECKED,05:14:44,,CHECKED,08:40:20,,CHECKED,12:21:53,,CHECKED,14:25:21,,CHECKED,16:28:29,,CHECKED,17:52:52,,CHECKED,20:16:12,,CHECKED,21:49:19,,$92.2K / $92.2K
XRP_USDT,CHECKED,00:20:20,,CHECKED,01:20:43,,CHECKED,05:14:44,,CHECKED,08:40:20,,CHECKED,12:21:53,,CHECKED,14:25:21,,CHECKED,16:28:29,,CHECKED,17:52:52,,CHECKED,20:16:12,,CHECKED,21:49:19,,$49.9K / $62.7K
XYO_USDT,CHECKED,00:20:20,A4:MEDIUM,CHECKED,01:20:43,A4:MEDIUM,CHECKED,05:14:44,A4:MEDIUM,CHECKED,08:40:20,A4:MEDIUM,CHECKED,12:21:53,A4:MEDIUM,CHECKED,14:25:21,A4:MEDIUM,CHECKED,16:28:29,A4:MEDIUM,CHECKED,17:52:52,A4:MEDIUM,CHECKED,20:16:12,A4:MEDIUM,CHECKED,21:49:19,A4:MEDIUM,$1.0K / $1.3K
ZKSync_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
BTC_NGN,CHECKED,00:20:20,,CHECKED,01:20:43,,CHECKED,05:14:44,,CHECKED,08:40:20,,CHECKED,12:21:53,,CHECKED,14:25:21,,CHECKED,16:28:29,A2:HIGH,CHECKED,17:52:52,,CHECKED,20:16:12,,CHECKED,21:49:19,,$2339.91M / $2339.91M
USDT_NGN,CHECKED,00:20:20,A2:HIGH,CHECKED,01:20:43,A2:HIGH,CHECKED,05:14:44,A2:HIGH,CHECKED,08:40:20,A2:HIGH,CHECKED,12:21:53,A2:HIGH,CHECKED,14:25:21,A2:HIGH,CHECKED,16:28:29,A2:HIGH,CHECKED,17:52:52,A2:HIGH,CHECKED,20:16:12,A2:HIGH,CHECKED,21:49:19,A2:HIGH,$357.87M / $357.87M
ETH_NGN,CHECKED,00:20:20,,CHECKED,01:20:43,,CHECKED,05:14:44,,CHECKED,08:40:20,,CHECKED,12:21:53,,CHECKED,14:25:21,,CHECKED,16:28:29,,CHECKED,17:52:52,,CHECKED,20:16:12,,CHECKED,21:49:19,,$2328.08M / $2328.08M
TRX_NGN,CHECKED,00:20:20,,CHECKED,01:20:43,,CHECKED,05:14:44,,CHECKED,08:40:20,,CHECKED,12:21:53,,CHECKED,14:25:21,,CHECKED,16:28:29,,CHECKED,17:52:52,,CHECKED,20:16:12,,CHECKED,21:49:19,,$1095.68M / $1095.68M
XRP_NGN,CHECKED,00:20:20,,CHECKED,01:20:43,,CHECKED,05:14:44,,CHECKED,08:40:20,,CHECKED,12:21:53,,CHECKED,14:25:21,,CHECKED,16:28:29,,CHECKED,17:52:52,,CHECKED,20:16:12,,CHECKED,21:49:19,,$99.94M / $99.94M
DASH_NGN,CHECKED,00:20:20,,CHECKED,01:20:43,,CHECKED,05:14:44,,CHECKED,08:40:20,,CHECKED,12:21:53,,CHECKED,14:25:21,,CHECKED,16:28:29,,CHECKED,17:52:52,,CHECKED,20:16:12,,CHECKED,21:49:19,,$44.06M / $44.06M
LTC_NGN,CHECKED,00:20:20,,CHECKED,01:20:43,,CHECKED,05:14:44,,CHECKED,08:40:20,,CHECKED,12:21:53,,CHECKED,14:25:21,,CHECKED,16:28:29,,CHECKED,17:52:52,,CHECKED,20:16:12,,CHECKED,21:49:19,,$283.41M / $283.41M
SOL_NGN,CHECKED,00:20:20,,CHECKED,01:20:43,,CHECKED,05:14:44,,CHECKED,08:40:20,,CHECKED,12:21:53,,CHECKED,14:25:21,,CHECKED,16:28:29,,CHECKED,17:52:52,,CHECKED,20:16:12,,CHECKED,21:49:19,,$94.69M / $94.69M
USDC_NGN,CHECKED,00:20:20,A2:HIGH,CHECKED,01:20:43,A2:HIGH,CHECKED,05:14:44,A2:HIGH,CHECKED,08:40:20,A2:HIGH,CHECKED,12:21:53,A2:HIGH,CHECKED,14:25:21,A2:HIGH,CHECKED,16:28:29,A2:HIGH,CHECKED,17:52:52,A2:HIGH,CHECKED,20:16:12,A2:HIGH,CHECKED,21:49:19,A2:HIGH,$2716.79M / $3301.41M
USDT_GHS,CHECKED,00:20:20,,CHECKED,01:20:43,,CHECKED,05:14:44,,CHECKED,08:40:20,,CHECKED,12:21:53,,CHECKED,14:25:21,,CHECKED,16:28:29,,WARNING,17:52:52,A2:HIGH,CHECKED,20:16:12,,CHECKED,21:49:19,,$2.90M / $3.31M
