Market,STATUS (CHECK 1),TIME (CHECK 1),ISSUES (CHECK 1),STATUS (CHECK 2),TIME (CHECK 2),ISSUES (CHECK 2),STATUS (CHECK 3),TIME (CHECK 3),ISSUES (CHECK 3),DEPTH
AAVE_USDT,CHECKED,00:19:31,,CHECKED,01:14:17,,CHECKED,04:45:15,,$17.4K / $17.4K
AxCNH_USDT,CHECKED,00:19:31,A4:MEDIUM,CHECKED,01:14:17,A4:MEDIUM,CHECKED,04:45:15,A4:MEDIUM,$167 / $167
ADA_USDT,CHECKED,00:19:31,,CHECKED,01:14:17,,CHECKED,04:45:15,,$20.8K / $25.9K
ALGO_USDT,CHECKED,00:19:31,,CHECKED,01:14:17,,CHECKED,04:45:15,,$31.6K / $36.1K
BCH_USDT,CHECKED,00:19:31,,CHECKED,01:14:17,,CHECKED,04:45:15,,$10.2K / $11.5K
BNB_USDT,CHECKED,00:19:31,,CHECKED,01:14:17,,CHECKED,04:45:15,,$57.9K / $57.9K
BONK_USDT,CHECKED,00:19:31,A4:MEDIUM,CHECKED,01:14:17,,CHECKED,04:45:15,A4:MEDIUM,$3.1K / $3.5K
BTC_USDT,CHECKED,00:19:31,,CHECKED,01:14:17,,CHECKED,04:45:15,,$1.19M / $1.28M
CAKE_USDT,CHECKED,00:19:31,,CHECKED,01:14:17,,CHECKED,04:45:15,,$10.5K / $13.0K
CFX_USDT,CHECKED,00:19:31,,CHECKED,01:14:17,,CHECKED,04:45:15,,$12.5K / $14.4K
DASH_USDT,CHECKED,00:19:31,,CHECKED,01:14:17,,CHECKED,04:45:15,,$14.6K / $16.1K
DOT_USDT,CHECKED,00:19:31,,CHECKED,01:14:17,A2:HIGH|A4:MEDIUM,CHECKED,04:45:15,,$5.2K / $6.9K
DOGE_USDT,CHECKED,00:19:31,,CHECKED,01:14:17,,SKIPPED,,,$13.6K / $16.8K
ETH_USDT,CHECKED,00:19:31,,CHECKED,01:14:17,,CHECKED,04:45:15,,$118.1K / $136.5K
FARTCOIN_USDT,CHECKED,00:19:31,,CHECKED,01:14:17,,CHECKED,04:45:15,,$18.3K / $19.5K
FLOKI_USDT,WARNING,00:19:31,A2:HIGH|A2:HIGH,CHECKED,01:14:17,,CHECKED,04:45:15,,$7.2K / $7.5K
HYPE_USDT,WARNING,00:19:31,A2:HIGH|A4:MEDIUM,WARNING,01:14:17,A2:HIGH|A4:MEDIUM,CHECKED,04:45:15,A2:HIGH|A4:MEDIUM,$1.3K / $1.9K
LINK_USDT,CHECKED,00:19:31,,CHECKED,01:14:17,,CHECKED,04:45:15,,$23.4K / $25.0K
LSK_USDT,CHECKED,00:19:31,,CHECKED,01:14:17,A4:MEDIUM,CHECKED,04:45:15,,$6.1K / $7.7K
LTC_USDT,CHECKED,00:19:31,,CHECKED,01:14:17,A2:HIGH,CHECKED,04:45:15,,$55.9K / $55.9K
NEAR_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,
NOS_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,
PEPE_USDT,CHECKED,00:19:31,,CHECKED,01:14:17,,CHECKED,04:45:15,,$11.0K / $13.2K
POL_USDT,CHECKED,00:19:31,,CHECKED,01:14:17,,CHECKED,04:45:15,,$94.2K / $94.2K
RENDER_USDT,CHECKED,00:19:31,A4:MEDIUM,CHECKED,01:14:17,A4:MEDIUM,CHECKED,04:45:15,A4:MEDIUM,$389 / $461
Sonic_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,
SHIB_USDT,CHECKED,00:19:31,,CHECKED,01:14:17,,CHECKED,04:45:15,,$34.3K / $34.3K
SLP_USDT,CHECKED,00:19:31,,CHECKED,01:14:17,A4:MEDIUM,CHECKED,04:45:15,A4:MEDIUM,$4.4K / $5.0K
SOL_USDT,CHECKED,00:19:31,,CHECKED,01:14:17,,CHECKED,04:45:15,,$23.3K / $29.6K
STRK_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,
SUI_USDT,CHECKED,00:19:31,A4:MEDIUM,CHECKED,01:14:17,A4:MEDIUM,CHECKED,04:45:15,A4:MEDIUM,$4.1K / $4.7K
TON_USDT,WARNING,00:19:31,A2:HIGH,CHECKED,01:14:17,,CHECKED,04:45:15,,$6.7K / $8.7K
TRX_USDT,CHECKED,00:19:31,,CHECKED,01:14:17,,CHECKED,04:45:15,,$340.8K / $340.8K
USDC_USDT,CHECKED,00:19:31,,CHECKED,01:14:17,,CHECKED,04:45:15,,$284.1K / $545.3K
WIF_USDT,CHECKED,00:19:31,A4:MEDIUM,CHECKED,01:14:17,A4:MEDIUM,CHECKED,04:45:15,,$5.5K / $6.0K
XLM_USDT,CHECKED,00:19:31,A2:HIGH,CHECKED,01:14:17,,CHECKED,04:45:15,,$84.4K / $84.4K
XRP_USDT,CHECKED,00:19:31,,CHECKED,01:14:17,,CHECKED,04:45:15,,$112.0K / $112.0K
XYO_USDT,CHECKED,00:19:31,A4:MEDIUM,CHECKED,01:14:17,A4:MEDIUM,CHECKED,04:45:15,A4:MEDIUM,$1.5K / $1.8K
ZKSync_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,
BTC_NGN,CHECKED,00:19:31,,CHECKED,01:14:17,,CHECKED,04:45:15,,$2215.24M / $2215.24M
USDT_NGN,CHECKED,00:19:31,A2:HIGH,CHECKED,01:14:17,A2:HIGH,CHECKED,04:45:15,A2:HIGH,$2661.01M / $4738.69M
ETH_NGN,CHECKED,00:19:31,,CHECKED,01:14:17,,CHECKED,04:45:15,,$1059.25M / $1059.25M
TRX_NGN,CHECKED,00:19:31,,CHECKED,01:14:17,,CHECKED,04:45:15,,$519.43M / $519.43M
XRP_NGN,CHECKED,00:19:31,,CHECKED,01:14:17,,CHECKED,04:45:15,,$112.92M / $112.92M
DASH_NGN,CHECKED,00:19:31,,CHECKED,01:14:17,,CHECKED,04:45:15,,$23.76M / $23.76M
LTC_NGN,CHECKED,00:19:31,,CHECKED,01:14:17,,CHECKED,04:45:15,,$160.80M / $160.80M
SOL_NGN,CHECKED,00:19:31,,CHECKED,01:14:17,,CHECKED,04:45:15,,$231.27M / $231.27M
USDC_NGN,CHECKED,00:19:31,A2:HIGH,CHECKED,01:14:17,A2:HIGH,CHECKED,04:45:15,A2:HIGH,$1944.20M / $2490.56M
USDT_GHS,CHECKED,00:19:31,,CHECKED,01:14:17,,CHECKED,04:45:15,,$4.18M / $5.37M
