Market,STATUS (CHECK 1),TIME (CHECK 1),ISSUES (CHECK 1),STATUS (CHECK 2),TIME (CHECK 2),ISSUES (CHECK 2),STATUS (CHECK 3),TIME (CHECK 3),ISSUES (CHECK 3),STATUS (CHECK 4),TIME (CHECK 4),ISSUES (CHECK 4),STATUS (CHECK 5),TIME (CHECK 5),ISSUES (CHECK 5),STATUS (CHECK 6),TIME (CHECK 6),ISSUES (CHECK 6),STATUS (CHECK 7),TIME (CHECK 7),ISSUES (CHECK 7),DEPTH
AAVE_USDT,CHECKED,01:18:57,,CHECKED,04:47:39,,CHECKED,07:49:35,,CHECKED,11:04:35,,CHECKED,13:21:52,,CHECKED,15:49:06,,CHECKED,17:59:37,,$8.6K / $8.6K
AxCNH_USDT,CHECKED,01:18:57,A4:MEDIUM,CHECKED,04:47:39,A4:MEDIUM,CHECKED,07:49:35,A4:MEDIUM,CHECKED,11:04:35,A4:MEDIUM,CHECKED,13:21:52,A4:MEDIUM,CHECKED,15:49:06,A4:MEDIUM,CHECKED,17:59:37,A4:MEDIUM,$161 / $182
ADA_USDT,CHECKED,01:18:57,,CHECKED,04:47:39,,CHECKED,07:49:35,,CHECKED,11:04:35,,CHECKED,13:21:52,,CHECKED,15:49:06,,CHECKED,17:59:37,,$33.2K / $44.3K
ALGO_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
BCH_USDT,CHECKED,01:18:57,,CHECKED,04:47:39,,CHECKED,07:49:35,,CHECKED,11:04:35,,CHECKED,13:21:52,,CHECKED,15:49:06,,CHECKED,17:59:37,,$8.1K / $10.1K
BNB_USDT,CHECKED,01:18:57,,CHECKED,04:47:39,,CHECKED,07:49:35,,CHECKED,11:04:35,,CHECKED,13:21:52,,CHECKED,15:49:06,,CHECKED,17:59:37,,$70.4K / $70.4K
BONK_USDT,CHECKED,01:18:57,A4:MEDIUM,CHECKED,04:47:39,A4:MEDIUM,CHECKED,07:49:35,A4:MEDIUM,CHECKED,11:04:35,A4:MEDIUM,CHECKED,13:21:52,A4:MEDIUM,CHECKED,15:49:06,A4:MEDIUM,CHECKED,17:59:37,A4:MEDIUM,$4.1K / $4.7K
BTC_USDT,CHECKED,01:18:57,,CHECKED,04:47:39,,CHECKED,07:49:35,,CHECKED,11:04:35,,CHECKED,13:21:52,,CHECKED,15:49:06,,CHECKED,17:59:37,,$1.27M / $1.27M
CAKE_USDT,CHECKED,01:18:57,,CHECKED,04:47:39,,CHECKED,07:49:35,,CHECKED,11:04:35,,CHECKED,13:21:52,,CHECKED,15:49:06,,CHECKED,17:59:37,,$34.2K / $45.2K
CFX_USDT,CHECKED,01:18:57,,CHECKED,04:47:39,,CHECKED,07:49:35,,CHECKED,11:04:35,,CHECKED,13:21:52,,CHECKED,15:49:06,,CHECKED,17:59:37,,$19.9K / $22.5K
