Market,STATUS (CHECK 1),TIME (CHECK 1),ISSUES (CHECK 1),STATUS (CHECK 2),TIME (CHECK 2),ISSUES (CHECK 2),STATUS (CHECK 3),TIME (CHECK 3),ISSUES (CHECK 3),STATUS (CHECK 4),TIME (CHECK 4),ISSUES (CHECK 4),STATUS (CHECK 5),TIME (CHECK 5),ISSUES (CHECK 5),DEPTH
AAVE_USDT,CHECKED,02:10:47,,CHECKED,06:16:39,,CHECKED,10:04:16,,CHECKED,13:26:52,,CHECKED,16:42:27,,$7.8K / $7.8K
AxCNH_USDT,CHECKED,02:10:47,A4:MEDIUM,CHECKED,06:16:39,A4:MEDIUM,WARNING,10:04:16,A2:HIGH|A4:MEDIUM,CHECKED,13:26:52,A4:MEDIUM,CHECKED,16:42:27,A4:MEDIUM,$175 / $193
ADA_USDT,CHECKED,02:10:47,,CHECKED,06:16:39,,CHECKED,10:04:16,,CHECKED,13:26:52,,CHECKED,16:42:27,,$20.3K / $26.7K
ALGO_USDT,CHECKED,02:10:47,,CHECKED,06:16:39,,CHECKED,10:04:16,,CHECKED,13:26:52,,CHECKED,16:42:27,,$21.8K / $24.5K
BCH_USDT,CHECKED,02:10:47,A4:MEDIUM,CHECKED,06:16:39,A4:MEDIUM,CHECKED,10:04:16,A4:MEDIUM,CHECKED,13:26:52,A4:MEDIUM,CHECKED,16:42:27,A2:HIGH,$8.0K / $11.4K
BNB_USDT,CHECKED,02:10:47,A2:HIGH,CHECKED,06:16:39,,CHECKED,10:04:16,,CHECKED,13:26:52,,CHECKED,16:42:27,,$52.0K / $52.0K
BONK_USDT,CHECKED,02:10:47,,CHECKED,06:16:39,A4:MEDIUM,CHECKED,10:04:16,,CHECKED,13:26:52,A4:MEDIUM,CHECKED,16:42:27,A4:MEDIUM,$4.0K / $4.7K
BTC_USDT,CHECKED,02:10:47,A2:HIGH,CHECKED,06:16:39,,CHECKED,10:04:16,A2:HIGH,CHECKED,13:26:52,,CHECKED,16:42:27,A2:HIGH,$13.6K / $17.6K
CAKE_USDT,CHECKED,02:10:47,,CHECKED,06:16:39,,CHECKED,10:04:16,,CHECKED,13:26:52,,CHECKED,16:42:27,,$19.1K / $25.5K
CFX_USDT,CHECKED,02:10:47,,CHECKED,06:16:39,,CHECKED,10:04:16,,CHECKED,13:26:52,,CHECKED,16:42:27,,$19.5K / $21.7K
DASH_USDT,CHECKED,02:10:47,,CHECKED,06:16:39,,CHECKED,10:04:16,,CHECKED,13:26:52,,CHECKED,16:42:27,,$11.3K / $12.3K
DOT_USDT,CHECKED,02:10:47,A2:HIGH|A4:MEDIUM,CHECKED,06:16:39,,CHECKED,10:04:16,A2:HIGH,CHECKED,13:26:52,,CHECKED,16:42:27,,$5.1K / $7.0K
DOGE_USDT,CHECKED,02:10:47,,CHECKED,06:16:39,,CHECKED,10:04:16,,CHECKED,13:26:52,,CHECKED,16:42:27,,$7.5K / $10.5K
ETH_USDT,CHECKED,02:10:47,A2:HIGH,CHECKED,06:16:39,,CHECKED,10:04:16,,CHECKED,13:26:52,,CHECKED,16:42:27,,$80.3K / $96.3K
FARTCOIN_USDT,CHECKED,02:10:47,,CHECKED,06:16:39,,WARNING,10:04:16,A2:HIGH|A2:HIGH,CHECKED,13:26:52,,CHECKED,16:42:27,A4:MEDIUM,$4.9K / $8.0K
FLOKI_USDT,CHECKED,02:10:47,,CHECKED,06:16:39,,CHECKED,10:04:16,,CHECKED,13:26:52,,CHECKED,16:42:27,,$7.6K / $9.1K
HYPE_USDT,WARNING,02:10:47,A2:HIGH|A4:MEDIUM,CHECKED,06:16:39,A2:HIGH|A4:MEDIUM,WARNING,10:04:16,A2:HIGH|A4:MEDIUM,WARNING,13:26:52,A2:HIGH|A4:MEDIUM,WARNING,16:42:27,A2:HIGH|A4:MEDIUM,$695 / $755
LINK_USDT,CHECKED,02:10:47,,CHECKED,06:16:39,,CHECKED,10:04:16,,CHECKED,13:26:52,,CHECKED,16:42:27,,$22.1K / $28.5K
LSK_USDT,CHECKED,02:10:47,,CHECKED,06:16:39,,CHECKED,10:04:16,,CHECKED,13:26:52,,CHECKED,16:42:27,A4:MEDIUM,$5.0K / $6.8K
LTC_USDT,CHECKED,02:10:47,,CHECKED,06:16:39,,CHECKED,10:04:16,,CHECKED,13:26:52,,CHECKED,16:42:27,A2:HIGH,$39.6K / $39.6K
NEAR_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
NOS_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
PEPE_USDT,CHECKED,02:10:47,,WARNING,06:16:39,A3:CRITICAL|A2:HIGH,CHECKED,10:04:16,,CHECKED,13:26:52,,CHECKED,16:42:27,,$8.4K / $11.7K
POL_USDT,CHECKED,02:10:47,,CHECKED,06:16:39,,CHECKED,10:04:16,,CHECKED,13:26:52,,CHECKED,16:42:27,,$81.2K / $84.7K
RENDER_USDT,CHECKED,02:10:47,A4:MEDIUM,CHECKED,06:16:39,,CHECKED,10:04:16,,CHECKED,13:26:52,,CHECKED,16:42:27,,$6.6K / $7.6K
Sonic_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
SHIB_USDT,CHECKED,02:10:47,,CHECKED,06:16:39,,CHECKED,10:04:16,,CHECKED,13:26:52,,CHECKED,16:42:27,,$21.7K / $21.7K
SLP_USDT,CHECKED,02:10:47,,CHECKED,06:16:39,A4:MEDIUM,CHECKED,10:04:16,A4:MEDIUM,CHECKED,13:26:52,A4:MEDIUM,CHECKED,16:42:27,,$5.5K / $7.3K
SOL_USDT,CHECKED,02:10:47,,WARNING,06:16:39,A2:HIGH,CHECKED,10:04:16,,CHECKED,13:26:52,,CHECKED,16:42:27,,$32.1K / $41.6K
STRK_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
SUI_USDT,CHECKED,02:10:47,,CHECKED,06:16:39,,CHECKED,10:04:16,A4:MEDIUM,CHECKED,13:26:52,A4:MEDIUM,CHECKED,16:42:27,,$5.4K / $6.1K
TON_USDT,CHECKED,02:10:47,A4:MEDIUM,CHECKED,06:16:39,A4:MEDIUM,CHECKED,10:04:16,A4:MEDIUM,CHECKED,13:26:52,A4:MEDIUM,CHECKED,16:42:27,,$5.7K / $6.3K
TRX_USDT,CHECKED,02:10:47,,CHECKED,06:16:39,,CHECKED,10:04:16,,CHECKED,13:26:52,,CHECKED,16:42:27,,$371.0K / $371.0K
USDC_USDT,CHECKED,02:10:47,,CHECKED,06:16:39,,CHECKED,10:04:16,A2:HIGH,CHECKED,13:26:52,,CHECKED,16:42:27,,$454.9K / $647.7K
WIF_USDT,CHECKED,02:10:47,A4:MEDIUM,CHECKED,06:16:39,A4:MEDIUM,CHECKED,10:04:16,,CHECKED,13:26:52,,CHECKED,16:42:27,A4:MEDIUM,$4.4K / $4.9K
XLM_USDT,CHECKED,02:10:47,,CHECKED,06:16:39,,CHECKED,10:04:16,,CHECKED,13:26:52,,CHECKED,16:42:27,,$88.5K / $88.5K
XRP_USDT,CHECKED,02:10:47,,CHECKED,06:16:39,,CHECKED,10:04:16,,CHECKED,13:26:52,,CHECKED,16:42:27,,$90.5K / $90.5K
XYO_USDT,CHECKED,02:10:47,A4:MEDIUM,CHECKED,06:16:39,A4:MEDIUM,CHECKED,10:04:16,A4:MEDIUM,CHECKED,13:26:52,A4:MEDIUM,CHECKED,16:42:27,A4:MEDIUM,$656 / $898
ZKSync_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
BTC_NGN,CHECKED,02:10:47,,CHECKED,06:16:39,,CHECKED,10:04:16,,CHECKED,13:26:52,,CHECKED,16:42:27,,$1981.41M / $1981.41M
USDT_NGN,CHECKED,02:10:47,,CHECKED,06:16:39,A2:HIGH,CHECKED,10:04:16,A2:HIGH,CHECKED,13:26:52,A2:HIGH,CHECKED,16:42:27,A2:HIGH,$1047.63M / $1488.06M
ETH_NGN,CHECKED,02:10:47,,CHECKED,06:16:39,,CHECKED,10:04:16,,CHECKED,13:26:52,,CHECKED,16:42:27,,$841.04M / $841.04M
TRX_NGN,CHECKED,02:10:47,,CHECKED,06:16:39,,CHECKED,10:04:16,,CHECKED,13:26:52,,CHECKED,16:42:27,,$454.39M / $454.39M
XRP_NGN,CHECKED,02:10:47,,CHECKED,06:16:39,,CHECKED,10:04:16,,CHECKED,13:26:52,,CHECKED,16:42:27,,$186.27M / $186.27M
DASH_NGN,CHECKED,02:10:47,,CHECKED,06:16:39,,CHECKED,10:04:16,,CHECKED,13:26:52,,CHECKED,16:42:27,,$40.19M / $40.19M
LTC_NGN,CHECKED,02:10:47,,CHECKED,06:16:39,,CHECKED,10:04:16,,CHECKED,13:26:52,,CHECKED,16:42:27,,$160.73M / $160.73M
SOL_NGN,CHECKED,02:10:47,,CHECKED,06:16:39,,WARNING,10:04:16,A3:CRITICAL|A2:HIGH,CHECKED,13:26:52,,CHECKED,16:42:27,,$125.47M / $125.47M
USDC_NGN,CHECKED,02:10:47,A2:HIGH,CHECKED,06:16:39,,CHECKED,10:04:16,A2:HIGH,CHECKED,13:26:52,A2:HIGH,CHECKED,16:42:27,,$3527.59M / $3527.59M
USDT_GHS,CHECKED,02:10:47,,CHECKED,06:16:39,,CHECKED,10:04:16,,CHECKED,13:26:52,,CHECKED,16:42:27,,$2.23M / $2.85M
