Market,STATUS (CHECK 1),TIME (CHECK 1),ISSUES (CHECK 1),STATUS (CHECK 2),TIME (CHECK 2),ISSUES (CHECK 2),DEPTH
AAVE_USDT,CHECKED,00:53:42,,CHECKED,06:08:37,,$12.6K / $12.6K
AxCNH_USDT,CHECKED,00:53:42,A4:MEDIUM,CHECKED,06:08:37,A4:MEDIUM,$260 / $260
ADA_USDT,CHECKED,00:53:42,,SKIPPED,,,$44.4K / $57.8K
ALGO_USDT,SKIPPED,,,SKIPPED,,,
BCH_USDT,SKIPPED,,,CHECKED,06:08:37,,$13.2K / $16.5K
BNB_USDT,CHECKED,00:53:42,,CHECKED,06:08:37,,$55.9K / $55.9K
BONK_USDT,SKIPPED,,,SKIPPED,,,
BTC_USDT,SKIPPED,,,CHECKED,06:08:37,,$1.84M / $1.93M
CAKE_USDT,SKIPPED,,,SKIPPED,,,
CFX_USDT,CHECKED,00:53:42,,SKIPPED,,,$14.8K / $16.9K
DASH_USDT,CHECKED,00:53:42,,CHECKED,06:08:37,,$29.6K / $29.6K
DOT_USDT,CHECKED,00:53:42,,CHECKED,06:08:37,,$12.5K / $12.5K
DOGE_USDT,CHECKED,00:53:42,,CHECKED,06:08:37,,$14.9K / $23.3K
ETH_USDT,CHECKED,00:53:42,,CHECKED,06:08:37,,$204.2K / $204.2K
FARTCOIN_USDT,SKIPPED,,,SKIPPED,,,
FLOKI_USDT,SKIPPED,,,SKIPPED,,,
HYPE_USDT,CHECKED,00:53:42,A2:HIGH,WARNING,06:08:37,A2:HIGH,$62.3K / $72.0K
LINK_USDT,CHECKED,00:53:42,,CHECKED,06:08:37,,$55.1K / $55.1K
LSK_USDT,SKIPPED,,,SKIPPED,,,
LTC_USDT,CHECKED,00:53:42,,CHECKED,06:08:37,,$75.7K / $75.7K
NEAR_USDT,SKIPPED,,,SKIPPED,,,
NOS_USDT,SKIPPED,,,SKIPPED,,,
PEPE_USDT,CHECKED,00:53:42,,CHECKED,06:08:37,,$17.4K / $19.5K
POL_USDT,CHECKED,00:53:42,,CHECKED,06:08:37,,$162.6K / $162.6K
RENDER_USDT,SKIPPED,,,SKIPPED,,,
Sonic_USDT,SKIPPED,,,SKIPPED,,,
SHIB_USDT,CHECKED,00:53:42,,CHECKED,06:08:37,,$28.8K / $28.8K
SLP_USDT,SKIPPED,,,SKIPPED,,,
SOL_USDT,CHECKED,00:53:42,,CHECKED,06:08:37,,$57.5K / $75.2K
STRK_USDT,SKIPPED,,,SKIPPED,,,
SUI_USDT,CHECKED,00:53:42,A4:MEDIUM,CHECKED,06:08:37,A4:MEDIUM,$4.5K / $4.8K
TON_USDT,CHECKED,00:53:42,A4:MEDIUM,SKIPPED,,,$1.7K / $2.7K
TRX_USDT,CHECKED,00:53:42,,CHECKED,06:08:37,,$657.6K / $657.6K
USDC_USDT,CHECKED,00:53:42,,CHECKED,06:08:37,,$619.7K / $619.7K
WIF_USDT,SKIPPED,,,SKIPPED,,,
XLM_USDT,CHECKED,00:53:42,,CHECKED,06:08:37,,$132.9K / $132.9K
XRP_USDT,SKIPPED,,,CHECKED,06:08:37,,$130.2K / $130.2K
XYO_USDT,CHECKED,00:53:42,A4:MEDIUM,CHECKED,06:08:37,A4:MEDIUM,$1.5K / $1.9K
ZKSync_USDT,SKIPPED,,,SKIPPED,,,
BTC_NGN,CHECKED,00:53:42,,CHECKED,06:08:37,,$4778.14M / $4778.14M
USDT_NGN,CHECKED,00:53:42,A2:HIGH,CHECKED,06:08:37,A2:HIGH,$3891.77M / $3891.77M
ETH_NGN,CHECKED,00:53:42,,CHECKED,06:08:37,,$3020.39M / $3020.39M
TRX_NGN,CHECKED,00:53:42,,CHECKED,06:08:37,,$935.41M / $935.41M
XRP_NGN,CHECKED,00:53:42,,CHECKED,06:08:37,,$147.28M / $147.28M
DASH_NGN,CHECKED,00:53:42,,CHECKED,06:08:37,,$58.49M / $58.49M
LTC_NGN,CHECKED,00:53:42,,CHECKED,06:08:37,,$182.91M / $182.91M
SOL_NGN,CHECKED,00:53:42,,CHECKED,06:08:37,,$179.23M / $179.23M
USDC_NGN,CHECKED,00:53:42,A2:HIGH,SKIPPED,,,$3903.42M / $3903.42M
USDT_GHS,CHECKED,00:53:42,,CHECKED,06:08:37,,$2.29M / $3.38M
