Market,STATUS (CHECK 1),TIME (CHECK 1),ISSUES (CHECK 1),STATUS (CHECK 2),TIME (CHECK 2),ISSUES (CHECK 2),STATUS (CHECK 3),TIME (CHECK 3),ISSUES (CHECK 3),STATUS (CHECK 4),TIME (CHECK 4),ISSUES (CHECK 4),DEPTH
AAVE_USDT,CHECKED,02:10:23,,CHECKED,06:06:29,,CHECKED,09:35:20,,CHECKED,17:52:35,,$6.9K / $6.9K
AxCNH_USDT,CHECKED,02:10:23,A4:MEDIUM,CHECKED,06:06:29,A4:MEDIUM,CHECKED,09:35:20,A4:MEDIUM,CHECKED,17:52:35,A4:MEDIUM,$146 / $174
ADA_USDT,WARNING,02:10:23,A2:HIGH,CHECKED,06:06:29,,CHECKED,09:35:20,,WARNING,17:52:35,A2:HIGH,$17.8K / $23.0K
ALGO_USDT,CHECKED,02:10:23,,CHECKED,06:06:29,,CHECKED,09:35:20,,CHECKED,17:52:35,,$39.7K / $43.2K
BCH_USDT,CHECKED,02:10:23,A4:MEDIUM,CHECKED,06:06:29,A4:MEDIUM,WARNING,09:35:20,A2:HIGH,CHECKED,17:52:35,,$7.0K / $8.9K
BNB_USDT,CHECKED,02:10:23,,CHECKED,06:06:29,,CHECKED,09:35:20,,CHECKED,17:52:35,,$33.9K / $33.9K
BONK_USDT,CHECKED,02:10:23,A4:MEDIUM,CHECKED,06:06:29,A4:MEDIUM,CHECKED,09:35:20,A4:MEDIUM,CHECKED,17:52:35,,$6.8K / $7.5K
BTC_USDT,CHECKED,02:10:23,,CHECKED,06:06:29,,WARNING,09:35:20,A3:CRITICAL|A2:HIGH,CHECKED,17:52:35,,$800.5K / $1.18M
CAKE_USDT,CHECKED,02:10:23,,CHECKED,06:06:29,,CHECKED,09:35:20,,CHECKED,17:52:35,,$16.0K / $26.7K
CFX_USDT,CHECKED,02:10:23,,WARNING,06:06:29,A3:CRITICAL|A2:HIGH,CHECKED,09:35:20,,CHECKED,17:52:35,,$20.7K / $21.6K
DASH_USDT,CHECKED,02:10:23,,CHECKED,06:06:29,,CHECKED,09:35:20,,CHECKED,17:52:35,,$14.4K / $15.9K
DOT_USDT,CHECKED,02:10:23,,CHECKED,06:06:29,,CHECKED,09:35:20,,CHECKED,17:52:35,,$12.7K / $13.4K
DOGE_USDT,CHECKED,02:10:23,,CHECKED,06:06:29,,CHECKED,09:35:20,,CHECKED,17:52:35,,$18.0K / $24.6K
ETH_USDT,CHECKED,02:10:23,,CHECKED,06:06:29,,CHECKED,09:35:20,,CHECKED,17:52:35,,$124.4K / $133.1K
FARTCOIN_USDT,WARNING,02:10:23,A2:HIGH|A2:HIGH,CHECKED,06:06:29,,CHECKED,09:35:20,,CHECKED,17:52:35,,$16.3K / $19.8K
FLOKI_USDT,CHECKED,02:10:23,,CHECKED,06:06:29,,CHECKED,09:35:20,,CHECKED,17:52:35,A4:MEDIUM,$4.8K / $6.3K
HYPE_USDT,WARNING,02:10:23,A2:HIGH|A4:MEDIUM,WARNING,06:06:29,A2:HIGH|A4:MEDIUM,WARNING,09:35:20,A2:HIGH|A4:MEDIUM,CHECKED,17:52:35,A2:HIGH|A4:MEDIUM,$1.2K / $1.7K
LINK_USDT,SKIPPED,,,CHECKED,06:06:29,,CHECKED,09:35:20,,WARNING,17:52:35,A3:CRITICAL|A2:HIGH,$0 / $0
LSK_USDT,CHECKED,02:10:23,,CHECKED,06:06:29,,WARNING,09:35:20,A2:HIGH,WARNING,17:52:35,A3:CRITICAL|A2:HIGH,$0 / $0
LTC_USDT,CHECKED,02:10:23,,CHECKED,06:06:29,,CHECKED,09:35:20,,CHECKED,17:52:35,,$57.8K / $57.8K
NEAR_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
NOS_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
PEPE_USDT,CHECKED,02:10:23,,CHECKED,06:06:29,,CHECKED,09:35:20,,CHECKED,17:52:35,,$12.0K / $16.7K
POL_USDT,CHECKED,02:10:23,,CHECKED,06:06:29,,CHECKED,09:35:20,,CHECKED,17:52:35,,$79.0K / $111.2K
RENDER_USDT,WARNING,02:10:23,A2:HIGH,CHECKED,06:06:29,,CHECKED,09:35:20,,CHECKED,17:52:35,,$5.4K / $6.1K
Sonic_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
SHIB_USDT,CHECKED,02:10:23,,CHECKED,06:06:29,,CHECKED,09:35:20,,CHECKED,17:52:35,,$26.1K / $26.1K
