Market,STATUS (CHECK 1),TIME (CHECK 1),ISSUES (CHECK 1),STATUS (CHECK 2),TIME (CHECK 2),ISSUES (CHECK 2),DEPTH
AAVE_USDT,CHECKED,00:44:47,,CHECKED,03:08:06,,$21.3K / $21.3K
AxCNH_USDT,CHECKED,00:44:47,A4:MEDIUM,CHECKED,03:08:06,A4:MEDIUM,$267 / $301
ADA_USDT,CHECKED,00:44:47,,CHECKED,03:08:06,,$38.0K / $46.7K
ALGO_USDT,SKIPPED,,,SKIPPED,,,
BCH_USDT,CHECKED,00:44:47,,CHECKED,03:08:06,,$10.8K / $14.3K
BNB_USDT,CHECKED,00:44:47,,CHECKED,03:08:06,,$44.8K / $44.8K
BONK_USDT,CHECKED,00:44:47,,CHECKED,03:08:06,,$5.2K / $6.0K
BTC_USDT,CHECKED,00:44:47,,CHECKED,03:08:06,,$2.06M / $2.68M
CAKE_USDT,CHECKED,00:44:47,,CHECKED,03:08:06,,$21.5K / $29.3K
CFX_USDT,SKIPPED,,,CHECKED,03:08:06,,$22.3K / $24.9K
DASH_USDT,CHECKED,00:44:47,,CHECKED,03:08:06,,$36.2K / $39.6K
DOT_USDT,CHECKED,00:44:47,,CHECKED,03:08:06,,$12.2K / $13.2K
DOGE_USDT,CHECKED,00:44:47,,CHECKED,03:08:06,,$15.0K / $18.8K
ETH_USDT,CHECKED,00:44:47,,CHECKED,03:08:06,,$144.8K / $144.8K
FARTCOIN_USDT,CHECKED,00:44:47,,CHECKED,03:08:06,,$18.1K / $18.1K
FLOKI_USDT,CHECKED,00:44:47,,CHECKED,03:08:06,,$12.6K / $15.1K
HYPE_USDT,CHECKED,00:44:47,A2:HIGH,CHECKED,03:08:06,A2:HIGH,$18.8K / $30.4K
LINK_USDT,CHECKED,00:44:47,,CHECKED,03:08:06,,$29.4K / $29.4K
LSK_USDT,CHECKED,00:44:47,,CHECKED,03:08:06,,$10.6K / $12.8K
LTC_USDT,CHECKED,00:44:47,,CHECKED,03:08:06,,$109.8K / $109.8K
NEAR_USDT,SKIPPED,,,SKIPPED,,,
NOS_USDT,SKIPPED,,,SKIPPED,,,
PEPE_USDT,CHECKED,00:44:47,,CHECKED,03:08:06,,$37.2K / $45.2K
POL_USDT,CHECKED,00:44:47,,CHECKED,03:08:06,,$150.5K / $150.5K
RENDER_USDT,SKIPPED,,,SKIPPED,,,
Sonic_USDT,SKIPPED,,,SKIPPED,,,
SHIB_USDT,CHECKED,00:44:47,,CHECKED,03:08:06,,$24.2K / $24.2K
SLP_USDT,SKIPPED,,,SKIPPED,,,
SOL_USDT,CHECKED,00:44:47,,CHECKED,03:08:06,,$32.1K / $33.0K
STRK_USDT,SKIPPED,,,SKIPPED,,,
SUI_USDT,CHECKED,00:44:47,A4:MEDIUM,CHECKED,03:08:06,A4:MEDIUM,$3.2K / $3.5K
TON_USDT,CHECKED,00:44:47,,CHECKED,03:08:06,A4:MEDIUM,$2.7K / $4.2K
TRX_USDT,CHECKED,00:44:47,,CHECKED,03:08:06,,$733.4K / $733.4K
USDC_USDT,CHECKED,00:44:47,,CHECKED,03:08:06,,$890.3K / $1.26M
WIF_USDT,SKIPPED,,,SKIPPED,,,
XLM_USDT,CHECKED,00:44:47,,CHECKED,03:08:06,,$111.1K / $111.1K
XRP_USDT,CHECKED,00:44:47,,CHECKED,03:08:06,,$78.4K / $78.4K
XYO_USDT,CHECKED,00:44:47,A4:MEDIUM,CHECKED,03:08:06,A4:MEDIUM,$511 / $789
ZKSync_USDT,SKIPPED,,,SKIPPED,,,
BTC_NGN,CHECKED,00:44:47,,CHECKED,03:08:06,,$4426.29M / $4426.29M
USDT_NGN,CHECKED,00:44:47,A2:HIGH,CHECKED,03:08:06,A2:HIGH,$282.40M / $282.40M
ETH_NGN,CHECKED,00:44:47,,CHECKED,03:08:06,,$2969.40M / $2969.40M
TRX_NGN,CHECKED,00:44:47,,CHECKED,03:08:06,,$927.57M / $927.57M
XRP_NGN,CHECKED,00:44:47,,CHECKED,03:08:06,,$143.24M / $143.24M
DASH_NGN,CHECKED,00:44:47,,CHECKED,03:08:06,,$30.94M / $30.94M
LTC_NGN,CHECKED,00:44:47,,CHECKED,03:08:06,A2:HIGH,$29.49M / $50.13M
SOL_NGN,CHECKED,00:44:47,,CHECKED,03:08:06,,$138.35M / $138.35M
USDC_NGN,CHECKED,00:44:47,A2:HIGH,CHECKED,03:08:06,A2:HIGH,$2482.58M / $2482.58M
USDT_GHS,CHECKED,00:44:47,,CHECKED,03:08:06,,$4.83M / $6.15M
