Market,STATUS (CHECK 1),TIME (CHECK 1),ISSUES (CHECK 1),STATUS (CHECK 2),TIME (CHECK 2),ISSUES (CHECK 2),STATUS (CHECK 3),TIME (CHECK 3),ISSUES (CHECK 3),STATUS (CHECK 4),TIME (CHECK 4),ISSUES (CHECK 4),STATUS (CHECK 5),TIME (CHECK 5),ISSUES (CHECK 5),DEPTH
AAVE_USDT,CHECKED,01:23:44,,CHECKED,05:47:43,,SKIPPED,,,CHECKED,15:45:04,,CHECKED,18:45:59,,$11.4K / $11.4K
AxCNH_USDT,CHECKED,01:23:44,A4:MEDIUM,CHECKED,05:47:43,A4:MEDIUM,SKIPPED,,,CHECKED,15:45:04,A4:MEDIUM,CHECKED,18:45:59,A4:MEDIUM,$267 / $302
ADA_USDT,CHECKED,01:23:44,,CHECKED,05:47:43,,SKIPPED,,,CHECKED,15:45:04,,CHECKED,18:45:59,,$35.4K / $46.7K
ALGO_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
BCH_USDT,CHECKED,01:23:44,,CHECKED,05:47:43,,SKIPPED,,,CHECKED,15:45:04,,CHECKED,18:45:59,,$9.5K / $12.0K
BNB_USDT,CHECKED,01:23:44,,CHECKED,05:47:43,,SKIPPED,,,CHECKED,15:45:04,,CHECKED,18:45:59,,$70.5K / $70.5K
BONK_USDT,CHECKED,01:23:44,A4:MEDIUM,CHECKED,05:47:43,A4:MEDIUM,SKIPPED,,,CHECKED,15:45:04,A4:MEDIUM,CHECKED,18:45:59,A4:MEDIUM,$4.8K / $5.5K
BTC_USDT,CHECKED,01:23:44,,CHECKED,05:47:43,,SKIPPED,,,CHECKED,15:45:04,,CHECKED,18:45:59,,$2.25M / $2.91M
CAKE_USDT,CHECKED,01:23:44,,CHECKED,05:47:43,,SKIPPED,,,CHECKED,15:45:04,,CHECKED,18:45:59,,$29.4K / $39.6K
CFX_USDT,CHECKED,01:23:44,,CHECKED,05:47:43,,SKIPPED,,,CHECKED,15:45:04,,CHECKED,18:45:59,,$20.1K / $22.9K
DASH_USDT,CHECKED,01:23:44,A4:MEDIUM,CHECKED,05:47:43,,SKIPPED,,,CHECKED,15:45:04,,CHECKED,18:45:59,,$26.4K / $29.3K
DOT_USDT,CHECKED,01:23:44,,CHECKED,05:47:43,,SKIPPED,,,CHECKED,15:45:04,,CHECKED,18:45:59,,$7.3K / $8.1K
DOGE_USDT,CHECKED,01:23:44,,CHECKED,05:47:43,,SKIPPED,,,CHECKED,15:45:04,,CHECKED,18:45:59,,$16.4K / $19.9K
ETH_USDT,CHECKED,01:23:44,,CHECKED,05:47:43,,SKIPPED,,,CHECKED,15:45:04,,CHECKED,18:45:59,,$273.9K / $336.0K
FARTCOIN_USDT,CHECKED,01:23:44,,CHECKED,05:47:43,,SKIPPED,,,CHECKED,15:45:04,,CHECKED,18:45:59,,$27.9K / $31.4K
FLOKI_USDT,WARNING,01:23:44,A2:HIGH,WARNING,05:47:43,A2:HIGH,SKIPPED,,,CHECKED,15:45:04,,CHECKED,18:45:59,,$5.7K / $7.0K
HYPE_USDT,WARNING,01:23:44,A2:HIGH,CHECKED,05:47:43,,SKIPPED,,,CHECKED,15:45:04,A2:HIGH,CHECKED,18:45:59,A2:HIGH,$35.3K / $38.6K
LINK_USDT,CHECKED,01:23:44,,CHECKED,05:47:43,,SKIPPED,,,CHECKED,15:45:04,,CHECKED,18:45:59,,$30.2K / $30.2K
LSK_USDT,CHECKED,01:23:44,A4:MEDIUM,CHECKED,05:47:43,A4:MEDIUM,SKIPPED,,,CHECKED,15:45:04,A4:MEDIUM,CHECKED,18:45:59,A4:MEDIUM,$468 / $583
LTC_USDT,CHECKED,01:23:44,,CHECKED,05:47:43,,SKIPPED,,,CHECKED,15:45:04,,CHECKED,18:45:59,,$89.6K / $89.6K
NEAR_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
NOS_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
PEPE_USDT,CHECKED,01:23:44,,CHECKED,05:47:43,,SKIPPED,,,CHECKED,15:45:04,,CHECKED,18:45:59,,$22.2K / $29.2K
POL_USDT,CHECKED,01:23:44,,CHECKED,05:47:43,,SKIPPED,,,CHECKED,15:45:04,,CHECKED,18:45:59,,$134.3K / $141.2K
RENDER_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
Sonic_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
SHIB_USDT,CHECKED,01:23:44,,CHECKED,05:47:43,,SKIPPED,,,CHECKED,15:45:04,,CHECKED,18:45:59,,$27.8K / $27.8K
SLP_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
SOL_USDT,CHECKED,01:23:44,,CHECKED,05:47:43,,SKIPPED,,,CHECKED,15:45:04,,CHECKED,18:45:59,,$75.4K / $100.7K
STRK_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
