Market,STATUS (CHECK 1),TIME (CHECK 1),ISSUES (CHECK 1),STATUS (CHECK 2),TIME (CHECK 2),ISSUES (CHECK 2),STATUS (CHECK 3),TIME (CHECK 3),ISSUES (CHECK 3),STATUS (CHECK 4),TIME (CHECK 4),ISSUES (CHECK 4),STATUS (CHECK 5),TIME (CHECK 5),ISSUES (CHECK 5),DEPTH
AAVE_USDT,CHECKED,01:31:15,,CHECKED,06:39:04,,CHECKED,13:06:30,,CHECKED,17:52:44,A4:MEDIUM,CHECKED,20:57:55,,$10.8K / $10.9K
AxCNH_USDT,CHECKED,01:31:15,A4:MEDIUM,CHECKED,06:39:04,A4:MEDIUM,CHECKED,13:06:30,A4:MEDIUM,CHECKED,17:52:44,A4:MEDIUM,CHECKED,20:57:55,A4:MEDIUM,$276 / $309
ADA_USDT,CHECKED,01:31:15,,CHECKED,06:39:04,,CHECKED,13:06:30,,CHECKED,17:52:44,,CHECKED,20:57:55,,$21.0K / $28.8K
ALGO_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
BCH_USDT,CHECKED,01:31:15,,CHECKED,06:39:04,,CHECKED,13:06:30,A4:MEDIUM,CHECKED,17:52:44,,CHECKED,20:57:55,,$7.1K / $8.9K
BNB_USDT,CHECKED,01:31:15,,CHECKED,06:39:04,,CHECKED,13:06:30,,CHECKED,17:52:44,,CHECKED,20:57:55,,$50.7K / $50.7K
BONK_USDT,CHECKED,01:31:15,A4:MEDIUM,CHECKED,06:39:04,A4:MEDIUM,CHECKED,13:06:30,A4:MEDIUM,CHECKED,17:52:44,,CHECKED,20:57:55,A4:MEDIUM,$2.4K / $2.8K
BTC_USDT,CHECKED,01:31:15,,CHECKED,06:39:04,,CHECKED,13:06:30,,CHECKED,17:52:44,,CHECKED,20:57:55,,$1.72M / $2.04M
CAKE_USDT,CHECKED,01:31:15,,CHECKED,06:39:04,,CHECKED,13:06:30,,CHECKED,17:52:44,,CHECKED,20:57:55,,$39.9K / $54.3K
CFX_USDT,CHECKED,01:31:15,,CHECKED,06:39:04,,CHECKED,13:06:30,,CHECKED,17:52:44,,CHECKED,20:57:55,,$10.0K / $11.3K
DASH_USDT,CHECKED,01:31:15,,CHECKED,06:39:04,,CHECKED,13:06:30,,CHECKED,17:52:44,,CHECKED,20:57:55,,$18.4K / $19.1K
DOT_USDT,CHECKED,01:31:15,,CHECKED,06:39:04,,CHECKED,13:06:30,,CHECKED,17:52:44,,CHECKED,20:57:55,,$6.3K / $7.4K
DOGE_USDT,SKIPPED,,,WARNING,06:39:04,A2:HIGH,CHECKED,13:06:30,,CHECKED,17:52:44,,CHECKED,20:57:55,,$10.8K / $16.2K
ETH_USDT,CHECKED,01:31:15,,CHECKED,06:39:04,,CHECKED,13:06:30,,CHECKED,17:52:44,,CHECKED,20:57:55,,$147.5K / $203.8K
FARTCOIN_USDT,CHECKED,01:31:15,,CHECKED,06:39:04,,CHECKED,13:06:30,,CHECKED,17:52:44,,CHECKED,20:57:55,,$14.9K / $16.6K
FLOKI_USDT,CHECKED,01:31:15,,CHECKED,06:39:04,,CHECKED,13:06:30,,CHECKED,17:52:44,,CHECKED,20:57:55,,$7.1K / $8.2K
