Market,STATUS (CHECK 1),TIME (CHECK 1),ISSUES (CHECK 1),STATUS (CHECK 2),TIME (CHECK 2),ISSUES (CHECK 2),DEPTH
AAVE_USDT,CHECKED,00:37:58,,CHECKED,06:08:13,,$8.7K / $8.7K
AxCNH_USDT,CHECKED,00:37:58,A4:MEDIUM,CHECKED,06:08:13,A4:MEDIUM,$269 / $289
ADA_USDT,CHECKED,00:37:58,,CHECKED,06:08:13,,$19.1K / $24.2K
ALGO_USDT,CHECKED,00:37:58,,CHECKED,06:08:13,,$45.5K / $48.7K
BCH_USDT,CHECKED,00:37:58,,CHECKED,06:08:13,,$6.9K / $8.1K
BNB_USDT,CHECKED,00:37:58,,CHECKED,06:08:13,,$33.9K / $33.9K
BONK_USDT,CHECKED,00:37:58,,CHECKED,06:08:13,,$7.5K / $8.4K
BTC_USDT,CHECKED,00:37:58,,CHECKED,06:08:13,,$1.53M / $1.53M
CAKE_USDT,CHECKED,00:37:58,,CHECKED,06:08:13,,$18.7K / $24.8K
CFX_USDT,CHECKED,00:37:58,,CHECKED,06:08:13,,$18.9K / $20.8K
DASH_USDT,CHECKED,00:37:58,,CHECKED,06:08:13,,$18.9K / $18.9K
DOT_USDT,CHECKED,00:37:58,,CHECKED,06:08:13,A4:MEDIUM,$4.7K / $7.0K
DOGE_USDT,CHECKED,00:37:58,,CHECKED,06:08:13,,$16.0K / $21.5K
ETH_USDT,CHECKED,00:37:58,,CHECKED,06:08:13,,$97.1K / $112.0K
FARTCOIN_USDT,CHECKED,00:37:58,,CHECKED,06:08:13,,$20.9K / $22.2K
FLOKI_USDT,CHECKED,00:37:58,,CHECKED,06:08:13,,$7.6K / $11.4K
HYPE_USDT,CHECKED,00:37:58,A2:HIGH|A4:MEDIUM,WARNING,06:08:13,A2:HIGH|A4:MEDIUM,$1.1K / $1.2K
LINK_USDT,CHECKED,00:37:58,,CHECKED,06:08:13,,$24.0K / $34.4K
LSK_USDT,CHECKED,00:37:58,A4:MEDIUM,CHECKED,06:08:13,,$8.1K / $10.5K
LTC_USDT,CHECKED,00:37:58,,CHECKED,06:08:13,,$81.5K / $81.5K
NEAR_USDT,SKIPPED,,,SKIPPED,,,
NOS_USDT,SKIPPED,,,SKIPPED,,,
PEPE_USDT,CHECKED,00:37:58,,CHECKED,06:08:13,,$13.2K / $17.9K
POL_USDT,CHECKED,00:37:58,,CHECKED,06:08:13,,$86.4K / $108.0K
RENDER_USDT,CHECKED,00:37:58,,CHECKED,06:08:13,,$10.5K / $11.8K
Sonic_USDT,SKIPPED,,,SKIPPED,,,
SHIB_USDT,CHECKED,00:37:58,,CHECKED,06:08:13,,$33.1K / $33.1K
SLP_USDT,CHECKED,00:37:58,,CHECKED,06:08:13,A4:MEDIUM,$4.2K / $5.0K
SOL_USDT,CHECKED,00:37:58,,CHECKED,06:08:13,,$12.7K / $18.8K
STRK_USDT,SKIPPED,,,SKIPPED,,,
SUI_USDT,CHECKED,00:37:58,,CHECKED,06:08:13,,$5.4K / $5.8K
TON_USDT,CHECKED,00:37:58,,CHECKED,06:08:13,,$5.5K / $6.9K
TRX_USDT,CHECKED,00:37:58,,CHECKED,06:08:13,,$591.6K / $591.6K
USDC_USDT,CHECKED,00:37:58,,CHECKED,06:08:13,,$1.56M / $2.51M
WIF_USDT,CHECKED,00:37:58,,CHECKED,06:08:13,A4:MEDIUM,$3.9K / $4.2K
XLM_USDT,CHECKED,00:37:58,,CHECKED,06:08:13,,$62.0K / $62.0K
XRP_USDT,CHECKED,00:37:58,,CHECKED,06:08:13,,$51.8K / $51.8K
XYO_USDT,CHECKED,00:37:58,A4:MEDIUM,CHECKED,06:08:13,A4:MEDIUM,$1.3K / $1.7K
ZKSync_USDT,SKIPPED,,,SKIPPED,,,
BTC_NGN,CHECKED,00:37:58,,CHECKED,06:08:13,,$3283.45M / $3283.45M
USDT_NGN,CHECKED,00:37:58,,CHECKED,06:08:13,A2:HIGH,$2249.01M / $2249.01M
ETH_NGN,CHECKED,00:37:58,,CHECKED,06:08:13,,$869.18M / $869.18M
TRX_NGN,CHECKED,00:37:58,,CHECKED,06:08:13,,$995.40M / $995.40M
XRP_NGN,CHECKED,00:37:58,A2:HIGH,CHECKED,06:08:13,,$111.34M / $111.34M
DASH_NGN,CHECKED,00:37:58,,CHECKED,06:08:13,,$47.58M / $47.58M
LTC_NGN,CHECKED,00:37:58,,CHECKED,06:08:13,,$122.64M / $122.64M
SOL_NGN,CHECKED,00:37:58,,CHECKED,06:08:13,,$218.91M / $218.91M
USDC_NGN,CHECKED,00:37:58,A2:HIGH,CHECKED,06:08:13,A2:HIGH,$378.4K / $378.4K
USDT_GHS,CHECKED,00:37:58,,CHECKED,06:08:13,,$5.23M / $6.63M
