Market,STATUS (CHECK 1),TIME (CHECK 1),ISSUES (CHECK 1),STATUS (CHECK 2),TIME (CHECK 2),ISSUES (CHECK 2),STATUS (CHECK 3),TIME (CHECK 3),ISSUES (CHECK 3),STATUS (CHECK 4),TIME (CHECK 4),ISSUES (CHECK 4),STATUS (CHECK 5),TIME (CHECK 5),ISSUES (CHECK 5),STATUS (CHECK 6),TIME (CHECK 6),ISSUES (CHECK 6),STATUS (CHECK 7),TIME (CHECK 7),ISSUES (CHECK 7),STATUS (CHECK 8),TIME (CHECK 8),ISSUES (CHECK 8),STATUS (CHECK 9),TIME (CHECK 9),ISSUES (CHECK 9),STATUS (CHECK 10),TIME (CHECK 10),ISSUES (CHECK 10),DEPTH
AAVE_USDT,CHECKED,01:18:16,,CHECKED,04:51:08,,CHECKED,07:33:59,,CHECKED,10:05:25,,CHECKED,11:40:56,,CHECKED,13:13:37,,CHECKED,15:01:56,,CHECKED,16:31:21,,CHECKED,18:30:40,,CHECKED,19:17:45,,$10.3K / $10.3K
AxCNH_USDT,CHECKED,01:18:16,A4:MEDIUM,CHECKED,04:51:08,A4:MEDIUM,CHECKED,07:33:59,A4:MEDIUM,CHECKED,10:05:25,A4:MEDIUM,CHECKED,11:40:56,A4:MEDIUM,WARNING,13:13:37,A2:HIGH|A4:MEDIUM,CHECKED,15:01:56,A4:MEDIUM,WARNING,16:31:21,A2:HIGH|A4:MEDIUM,CHECKED,18:30:40,A4:MEDIUM,CHECKED,19:17:45,A4:MEDIUM,$173 / $188
ADA_USDT,CHECKED,01:18:16,,CHECKED,04:51:08,,CHECKED,07:33:59,,CHECKED,10:05:25,,CHECKED,11:40:56,,CHECKED,13:13:37,,CHECKED,15:01:56,,CHECKED,16:31:21,,CHECKED,18:30:40,,CHECKED,19:17:45,,$21.3K / $35.0K
ALGO_USDT,CHECKED,01:18:16,,CHECKED,04:51:08,,CHECKED,07:33:59,,CHECKED,10:05:25,,CHECKED,11:40:56,,CHECKED,13:13:37,,CHECKED,15:01:56,,CHECKED,16:31:21,,CHECKED,18:30:40,,CHECKED,19:17:45,,$42.7K / $47.4K
BCH_USDT,CHECKED,01:18:16,,CHECKED,04:51:08,,CHECKED,07:33:59,,CHECKED,10:05:25,,CHECKED,11:40:56,A4:MEDIUM,CHECKED,13:13:37,,CHECKED,15:01:56,,CHECKED,16:31:21,,CHECKED,18:30:40,,CHECKED,19:17:45,,$7.7K / $11.0K
BNB_USDT,CHECKED,01:18:16,,CHECKED,04:51:08,,CHECKED,07:33:59,,CHECKED,10:05:25,,CHECKED,11:40:56,,CHECKED,13:13:37,,CHECKED,15:01:56,,CHECKED,16:31:21,,CHECKED,18:30:40,,CHECKED,19:17:45,,$43.0K / $43.0K
BONK_USDT,CHECKED,01:18:16,,CHECKED,04:51:08,,WARNING,07:33:59,A2:HIGH|A4:MEDIUM,CHECKED,10:05:25,,CHECKED,11:40:56,A4:MEDIUM,CHECKED,13:13:37,A4:MEDIUM,CHECKED,15:01:56,A4:MEDIUM,CHECKED,16:31:21,,CHECKED,18:30:40,A4:MEDIUM,CHECKED,19:17:45,A4:MEDIUM,$4.2K / $4.8K
BTC_USDT,CHECKED,01:18:16,,CHECKED,04:51:08,,CHECKED,07:33:59,A2:HIGH,CHECKED,10:05:25,,CHECKED,11:40:56,,CHECKED,13:13:37,,CHECKED,15:01:56,,CHECKED,16:31:21,,CHECKED,18:30:40,,CHECKED,19:17:45,,$1.49M / $1.49M
CAKE_USDT,CHECKED,01:18:16,,CHECKED,04:51:08,,WARNING,07:33:59,A2:HIGH,CHECKED,10:05:25,,CHECKED,11:40:56,,WARNING,13:13:37,A2:HIGH,CHECKED,15:01:56,,CHECKED,16:31:21,,CHECKED,18:30:40,,CHECKED,19:17:45,,$35.2K / $44.1K
CFX_USDT,CHECKED,01:18:16,,CHECKED,04:51:08,,CHECKED,07:33:59,,CHECKED,10:05:25,,CHECKED,11:40:56,,CHECKED,13:13:37,,CHECKED,15:01:56,,CHECKED,16:31:21,,CHECKED,18:30:40,,CHECKED,19:17:45,,$17.6K / $19.5K
DASH_USDT,CHECKED,01:18:16,,CHECKED,04:51:08,,CHECKED,07:33:59,,CHECKED,10:05:25,,CHECKED,11:40:56,,CHECKED,13:13:37,,CHECKED,15:01:56,,CHECKED,16:31:21,,CHECKED,18:30:40,,CHECKED,19:17:45,,$28.1K / $30.1K
DOT_USDT,CHECKED,01:18:16,,CHECKED,04:51:08,,CHECKED,07:33:59,,CHECKED,10:05:25,,CHECKED,11:40:56,,CHECKED,13:13:37,,CHECKED,15:01:56,,CHECKED,16:31:21,,CHECKED,18:30:40,,CHECKED,19:17:45,,$12.6K / $14.0K
DOGE_USDT,CHECKED,01:18:16,,CHECKED,04:51:08,,SKIPPED,,,CHECKED,10:05:25,,CHECKED,11:40:56,,CHECKED,13:13:37,,CHECKED,15:01:56,,CHECKED,16:31:21,,CHECKED,18:30:40,,CHECKED,19:17:45,,$9.1K / $12.7K
ETH_USDT,CHECKED,01:18:16,,CHECKED,04:51:08,,CHECKED,07:33:59,,CHECKED,10:05:25,,CHECKED,11:40:56,,CHECKED,13:13:37,,CHECKED,15:01:56,,CHECKED,16:31:21,,CHECKED,18:30:40,,CHECKED,19:17:45,,$137.0K / $174.8K
FARTCOIN_USDT,CHECKED,01:18:16,,CHECKED,04:51:08,,CHECKED,07:33:59,,CHECKED,10:05:25,,CHECKED,11:40:56,,CHECKED,13:13:37,,CHECKED,15:01:56,,CHECKED,16:31:21,,CHECKED,18:30:40,,CHECKED,19:17:45,,$18.1K / $19.6K
FLOKI_USDT,CHECKED,01:18:16,,CHECKED,04:51:08,,CHECKED,07:33:59,,CHECKED,10:05:25,,CHECKED,11:40:56,,CHECKED,13:13:37,,CHECKED,15:01:56,,CHECKED,16:31:21,,CHECKED,18:30:40,,CHECKED,19:17:45,,$8.7K / $9.8K
HYPE_USDT,CHECKED,01:18:16,A2:HIGH|A4:MEDIUM,WARNING,04:51:08,A2:HIGH|A4:MEDIUM,WARNING,07:33:59,A2:HIGH|A4:MEDIUM,CHECKED,10:05:25,A2:HIGH|A4:MEDIUM,WARNING,11:40:56,A2:HIGH|A4:MEDIUM,WARNING,13:13:37,A2:HIGH|A4:MEDIUM,CHECKED,15:01:56,A2:HIGH|A4:MEDIUM,WARNING,16:31:21,A2:HIGH|A4:MEDIUM,WARNING,18:30:40,A2:HIGH|A4:MEDIUM,CHECKED,19:17:45,A2:HIGH|A4:MEDIUM,$1.7K / $1.9K
LINK_USDT,CHECKED,01:18:16,,CHECKED,04:51:08,,CHECKED,07:33:59,,CHECKED,10:05:25,,CHECKED,11:40:56,,CHECKED,13:13:37,,CHECKED,15:01:56,,CHECKED,16:31:21,,CHECKED,18:30:40,,CHECKED,19:17:45,,$19.2K / $24.4K
LSK_USDT,CHECKED,01:18:16,,CHECKED,04:51:08,,CHECKED,07:33:59,,CHECKED,10:05:25,,CHECKED,11:40:56,,CHECKED,13:13:37,,CHECKED,15:01:56,,CHECKED,16:31:21,,CHECKED,18:30:40,,CHECKED,19:17:45,,$6.1K / $8.7K
LTC_USDT,CHECKED,01:18:16,A2:HIGH,CHECKED,04:51:08,,CHECKED,07:33:59,,CHECKED,10:05:25,,CHECKED,11:40:56,,CHECKED,13:13:37,,CHECKED,15:01:56,,CHECKED,16:31:21,,CHECKED,18:30:40,,CHECKED,19:17:45,,$43.0K / $43.0K
NEAR_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
NOS_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
PEPE_USDT,CHECKED,01:18:16,,CHECKED,04:51:08,,CHECKED,07:33:59,,CHECKED,10:05:25,,CHECKED,11:40:56,,CHECKED,13:13:37,,CHECKED,15:01:56,,CHECKED,16:31:21,,CHECKED,18:30:40,,CHECKED,19:17:45,,$12.5K / $15.7K
POL_USDT,CHECKED,01:18:16,,CHECKED,04:51:08,,CHECKED,07:33:59,,CHECKED,10:05:25,,CHECKED,11:40:56,,CHECKED,13:13:37,,CHECKED,15:01:56,,CHECKED,16:31:21,,CHECKED,18:30:40,,CHECKED,19:17:45,,$82.9K / $97.3K
RENDER_USDT,CHECKED,01:18:16,A4:MEDIUM,CHECKED,04:51:08,,CHECKED,07:33:59,,CHECKED,10:05:25,,CHECKED,11:40:56,,CHECKED,13:13:37,,CHECKED,15:01:56,,CHECKED,16:31:21,,CHECKED,18:30:40,,CHECKED,19:17:45,A4:MEDIUM,$4.3K / $5.0K
Sonic_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
SHIB_USDT,CHECKED,01:18:16,,CHECKED,04:51:08,,CHECKED,07:33:59,,CHECKED,10:05:25,,CHECKED,11:40:56,,CHECKED,13:13:37,,CHECKED,15:01:56,,CHECKED,16:31:21,,CHECKED,18:30:40,,CHECKED,19:17:45,,$18.8K / $18.8K
SLP_USDT,CHECKED,01:18:16,,CHECKED,04:51:08,,CHECKED,07:33:59,A4:MEDIUM,CHECKED,10:05:25,,CHECKED,11:40:56,A4:MEDIUM,WARNING,13:13:37,A3:CRITICAL|A2:HIGH|A2:HIGH,CHECKED,15:01:56,,CHECKED,16:31:21,,CHECKED,18:30:40,,CHECKED,19:17:45,,$7.9K / $8.4K
SOL_USDT,CHECKED,01:18:16,,WARNING,04:51:08,A2:HIGH,CHECKED,07:33:59,,CHECKED,10:05:25,,CHECKED,11:40:56,,CHECKED,13:13:37,,CHECKED,15:01:56,,CHECKED,16:31:21,,CHECKED,18:30:40,,CHECKED,19:17:45,,$17.2K / $22.3K
STRK_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
SUI_USDT,CHECKED,01:18:16,,CHECKED,04:51:08,A4:MEDIUM,CHECKED,07:33:59,A4:MEDIUM,CHECKED,10:05:25,A4:MEDIUM,CHECKED,11:40:56,,CHECKED,13:13:37,A4:MEDIUM,CHECKED,15:01:56,,CHECKED,16:31:21,A4:MEDIUM,CHECKED,18:30:40,,CHECKED,19:17:45,A4:MEDIUM,$2.0K / $2.7K
TON_USDT,CHECKED,01:18:16,,CHECKED,04:51:08,,CHECKED,07:33:59,A4:MEDIUM,CHECKED,10:05:25,,CHECKED,11:40:56,A4:MEDIUM,CHECKED,13:13:37,A4:MEDIUM,CHECKED,15:01:56,,CHECKED,16:31:21,A4:MEDIUM,CHECKED,18:30:40,A4:MEDIUM,CHECKED,19:17:45,A4:MEDIUM,$3.3K / $4.0K
TRX_USDT,CHECKED,01:18:16,,CHECKED,04:51:08,,CHECKED,07:33:59,,CHECKED,10:05:25,,CHECKED,11:40:56,,CHECKED,13:13:37,,CHECKED,15:01:56,,CHECKED,16:31:21,,CHECKED,18:30:40,,CHECKED,19:17:45,,$532.9K / $532.9K
USDC_USDT,CHECKED,01:18:16,,CHECKED,04:51:08,,CHECKED,07:33:59,,CHECKED,10:05:25,,CHECKED,11:40:56,,CHECKED,13:13:37,,CHECKED,15:01:56,,CHECKED,16:31:21,,CHECKED,18:30:40,,CHECKED,19:17:45,,$530.6K / $733.9K
WIF_USDT,CHECKED,01:18:16,,CHECKED,04:51:08,,CHECKED,07:33:59,A4:MEDIUM,CHECKED,10:05:25,A4:MEDIUM,CHECKED,11:40:56,A4:MEDIUM,CHECKED,13:13:37,,CHECKED,15:01:56,,CHECKED,16:31:21,,CHECKED,18:30:40,A4:MEDIUM,CHECKED,19:17:45,A4:MEDIUM,$1.9K / $3.0K
XLM_USDT,CHECKED,01:18:16,,CHECKED,04:51:08,,CHECKED,07:33:59,,CHECKED,10:05:25,,CHECKED,11:40:56,,CHECKED,13:13:37,,CHECKED,15:01:56,,CHECKED,16:31:21,,CHECKED,18:30:40,,CHECKED,19:17:45,,$67.5K / $67.5K
XRP_USDT,CHECKED,01:18:16,,CHECKED,04:51:08,,CHECKED,07:33:59,,CHECKED,10:05:25,,CHECKED,11:40:56,,CHECKED,13:13:37,,CHECKED,15:01:56,,CHECKED,16:31:21,,CHECKED,18:30:40,,CHECKED,19:17:45,,$48.1K / $48.1K
XYO_USDT,CHECKED,01:18:16,A4:MEDIUM,CHECKED,04:51:08,A4:MEDIUM,CHECKED,07:33:59,A4:MEDIUM,SKIPPED,,,CHECKED,11:40:56,A4:MEDIUM,CHECKED,13:13:37,A4:MEDIUM,CHECKED,15:01:56,A4:MEDIUM,CHECKED,16:31:21,A4:MEDIUM,CHECKED,18:30:40,A4:MEDIUM,CHECKED,19:17:45,A4:MEDIUM,$978 / $1.2K
ZKSync_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
BTC_NGN,CHECKED,01:18:16,,CHECKED,04:51:08,,CHECKED,07:33:59,,CHECKED,10:05:25,,CHECKED,11:40:56,,CHECKED,13:13:37,,CHECKED,15:01:56,,CHECKED,16:31:21,,CHECKED,18:30:40,,CHECKED,19:17:45,,$1983.62M / $1983.62M
USDT_NGN,CHECKED,01:18:16,,CHECKED,04:51:08,,CHECKED,07:33:59,A2:HIGH,CHECKED,10:05:25,,CHECKED,11:40:56,A2:HIGH,CHECKED,13:13:37,A2:HIGH,CHECKED,15:01:56,,CHECKED,16:31:21,,CHECKED,18:30:40,A2:HIGH,CHECKED,19:17:45,A2:HIGH,$1102.31M / $1317.67M
